@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.006642,0,0,4.73464,0,0,0,0,34,0,0,0.132287,0,0,9,0,1,5,0,0,171,0,0,0.004997,0,8,0,8,0,0,0,0,0,0,19,0.034341,0,clean
3,0.006423,0.148818,0.004316,0,22.5021,0,3.03,0,0,75,0.003715,0,0.623315,0,0,17,0,1,11,0,0,120,0,0,0.022258,6.11,0,0,0,2,4.05,0,1.01,0.009301,6,13,0.115857,0.006254,buggy
0,0.000921,0.011409,0.000809,0.000775,12.3547,0,0,0,0,38,0,1.01,0.324343,0,0.00239,7,28,5,3,0,0,78,2.02,0.000565,0.004618,1.01,5,0,5,0,1.01,0,11.19,0.002143,185,11,0.049381,0.000844,clean
0,0,0.009366,0,0,10.2622,0,0,0,0,13,0,0,0.285643,0,0,4,0,1,1,0,0,10,0,0,0.005723,3.03,1,0,1,0,0,0,1.01,0.004688,6,5,0.050746,0,clean
1,0,0.019927,0,0,11.7919,0,1.01,0,0,13,0.001235,0,0.300092,0,0,6,0,1,1,0,0,3,0,0.000904,0.007724,4.05,3,0,3,0,0,0,0,0.003597,0,2,0.040415,0.00117,clean
3,0,0.038909,0,0,25.2449,0,0,2,0,35,0,0,0.664292,0,0,24,0,1,3,0,0,36,0,0,0.012742,5.08,1,0,1,1,0,0,0,0.006222,0,1,0.119833,0,buggy
7,0.004983,0.064244,0.00341,0,11.7184,0,1.01,3,0,70,0.00131,0,0.316134,1.01,0,7,0,2,17,0.000647,0,351,0,0,0.007399,3.05,5,0,1,0,3.06,0,3.07,0.00326,24,17,0.045044,0.003068,clean
1,0,0.201236,0,0,6.08968,0,0,2,0,32,0,0,0.205786,0,0.033623,13,12,2,2,0,0,28,8.14,0,0.014171,1.07,1,0,0,0,0,0,0,0.006205,11,1,0.10913,0,buggy
5,0.003734,0.003883,0,0,3.19189,0,0,0,0,72,0,0,0.097192,0,0,6,1,3,1,0,0,78,0,0,0.004997,0,10,0,10,0,0,0,0,0,35,2,0.03454,0,clean
0,0,0.066494,0.002705,0.027746,6.62605,0,0,0,1,31,0,3.03,0.273093,0,0,8,0,1,2,0,0,21,0,0.02823,0.020333,3.06,10,0,9,1,1.01,0,0,0.027667,0,7,0.16223,0.00285,clean
4,0,0.018603,0.001766,0.001799,7.49997,0,0,0,0,16,0,1.01,0.218402,0,0,6,0,1,1,0,0,45,0,0.001649,0.006883,0,2,0,2,0,1.04,0,0,0,6,6,0.048219,0.00182,clean
9,0,0.123153,0.001853,0.001833,17.1453,0,3.04,0,0,76,0.002319,2.08,0.444446,0,0.001986,30,2,5,1,0,0,351,1.01,0.001946,0.017253,4.14,4,1,4,1,2.02,0,6.38,0.004391,74,11,0.051121,0.003649,clean
0,0,0.030124,0,0,4.33338,0,0,0,0,7,0,0,0.13686,0,0,2,0,2,1,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,4,3,0.047507,0,clean
0,0,0.000274,0,0,1.76682,0,0,0,0,2,0,0,0.061715,0,0,2,0,1,3,0,0,1,0,0,0.004997,0,1,0,1,0,0,0,0,0,0,2,0.033928,0,clean
0,0.005956,0.032425,0.005136,0.006173,9.83397,0,0,1,1,13,0,4.05,0.277706,1.01,0,0,0,2,6,0.000486,0,78,0,0.007755,0.00781,0,6,0,6,1,4.1,0,8.16,0,57,13,0.094533,0.008938,clean
0,0.000921,0.006616,0,0.001053,6.4354,0,0,0,0,4,0,1.01,0.173563,0,0.001175,2,5,3,0,0,0,6,1.01,0.001096,0.001869,0,0,0,0,0,0,0,3.1,0,14,3,0.034742,0,clean
6,0.003364,0.099414,0.003596,0.000938,11.7134,0,3.04,0,0,28,0.00374,1.02,0.316857,0,0,5,0,1,2,0,0,91,0,0.000556,0.010848,1.01,0,0,0,0,3.03,0,2.07,0.001235,0,5,0.048512,0.003234,clean
2,0,0.014336,0.0007,0.000752,11.1262,0,0,0,0,56,0,1.01,0.273849,0,0.001305,13,10,3,3,0,0,325,2.02,0.000755,0.005895,3.03,9,0,8,1,1.02,0,3.09,0.003691,69,21,0.031479,0.000779,buggy
0,0.001535,0.002624,0,0,6.42599,0,0,0,0,3,0,0,0.168539,0,0.000966,2,2,8,4,0,0,6,1.01,0,0,0,1,0,1,0,0,0,6.13,0,219,4,0.031381,0,clean
2,0,0.020798,0.001685,0,13.6285,0,0,0,0,20,0,0,0.350122,0,0,11,3,4,1,0,0,55,0,0,0.009032,3.03,1,0,0,0,1.01,0,9.11,0.004576,51,3,0.043453,0.002537,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,3,0,0,0.052586,0,0,2,0,6,0,0,0,3,0,0,0.003115,0,0,0,0,0,0,0,0,0,20,3,0.024708,0,clean
6,0,0.048591,0,0,19.8234,0,0,0,0,52,0,0,0.524726,0,0,18,0,4,1,0,1.01,153,0,0,0.017484,4.04,4,0,4,1,0,0.001015,2.04,0.006261,16,12,0.076494,0,clean
0,0,0.050206,0,0,11.8796,0,0,2,0,10,0,0,0.320965,0,0,6,0,1,2,0,0,10,0,0,0.007295,2.03,2,0,1,0,0,0,1.01,0.002848,6,1,0.053463,0.000828,clean
0,0,0.014728,0,0,8.67717,0,0,0,0,18,0,0,0.231637,0,0.001986,9,0,3,1,0,0,45,1.01,0.000904,0.007274,2.02,3,0,3,0,0,0,3.04,0.002692,21,10,0.042604,0,clean
1,0,0.020201,0,0,4.33338,0,0,0,0,18,0,0,0.13686,0,0,5,0,1,1,0,0,15,0,0,0.004997,0,2,0,2,0,0,0,0,0,6,5,0.047507,0,clean
5,0,0.073508,0.0007,0.001588,8.67717,0,1.05,0,0,36,0.000784,2.14,0.231637,0,0.001986,12,0,3,0,0,0,171,1.01,0.001659,0.008038,2.02,4,1,4,1,1.03,0,3.04,0.002601,21,14,0.042604,0.000779,clean
0,0,0.00005,0,0,1.76682,0,0,0,0,3,0,0,0.061715,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.033928,0,clean
0,0.003122,0.001058,0,0,3.19695,0,0,0,0,3,0,0,0.09499,0,0,0,0,1,4,0,0,3,0,0,0,0,8,0,0,0,0,0,1.01,0,6,3,0.0312,0,clean
11,0.003087,0.147013,0.004495,0.00085,11.0027,0,4.07,0,0,57,0.003292,1.04,0.299304,0,0,15,0,1,3,0,0,120,0,0.000736,0.011419,3.06,4,0,4,0,5.08,0,1.01,0.004094,6,5,0.046637,0.006166,clean
12,0.001979,0.026696,0.001526,0.001855,3.1028,0,0,0,0,35,0,1.03,0.102465,0,0,12,0,1,1,0,0,153,0,0.001703,0.006855,0,8,0,4,0,1.03,0,1.03,0,3,6,0.044337,0.0017,clean
0,0,0.070174,0.004887,0,11.3416,0,0,0,0,12,0,0,0.397004,0,0.023538,2,43,2,1,0,0,45,8.2,0,0.006062,2.02,4,0,4,0,1.01,0,2.02,0.003404,6,10,0.188507,0.004892,clean
4,0,0.027919,0,0,16.6139,0,0,0,0,18,0,0,0.43976,0,0,4,0,1,1,0,0,15,0,0,0.007484,2.02,1,0,1,0,0,0,1.01,0.001874,6,2,0.063882,0,clean
1,0,0.054519,0.001638,0.001417,12.4237,0,0,0,0,12,0,3.03,0.308169,0,0.03587,13,13,3,1,0,1.01,15,12.19,0.001323,0.005687,8.11,1,1,1,2,3.03,0.000461,4.09,0.011369,18,1,0.035196,0.001349,buggy
2,0,0.011071,0,0,6.02143,0,0,2,0,14,0,0,0.17342,0,0,1,0,1,4,0,0,36,0,0,0.004532,0,5,0,2,0,0,0,1.01,0,6,3,0.042086,0,clean
0,0.004022,0.05603,0.002434,0.002243,18.2025,0,0,0,0,34,0,1.01,0.481541,0,0,9,8,4,2,0,0,55,0,0.003028,0.012171,5.05,3,0,2,0,1.02,0,4.07,0.005174,77,10,0.065276,0.004161,buggy
4,0.023847,0.213269,0.008467,0.001339,21.7149,0,6.21,0,3,53,0.008272,2.02,0.564719,0,0,20,0,1,19,0,0,91,0,0.001421,0.020056,10.23,0,4,0,5,8.12,0,1.01,0.014664,6,9,0.09704,0.004526,clean
0,0,0.003324,0,0,6.41569,0,0,1,0,5,0,0,0.169334,0,0,1,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.034357,0,clean
0,0.00503,0.011882,0.000828,0,9.61458,0,0,0,0,6,0,0,0.257486,0,0,4,6,6,9,0,0,10,0,0,0.002266,1.01,1,0,1,0,1.01,0,5.12,0.000803,78,4,0.039856,0.000845,clean
1,0,0.041264,0,0,19.6689,0,0,0,0,4,0,0,0.493295,0,0,6,0,2,1,0,0,6,0,0,0.005991,4.05,1,0,0,0,0,0,8.18,0.005041,28,1,0.04716,0.001591,clean
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,13,1,0,0,clean
4,0,0.028727,0.00124,0,7.7065,0,1.01,0,0,28,0.0006,0,0.212698,0,0,13,0,2,4,0,0,36,0,0,0.009187,4.04,3,0,3,0,2.02,0,1.01,0.005804,3,4,0.058957,0.001337,clean
7,0,0.022593,0,0,7.27922,0,0,0,0,30,0,0,0.187232,0,0,12,0,1,0,0,0,36,0,0,0.005359,1.02,3,0,2,0,0,0,1.01,0.000729,6,2,0.031388,0,clean
4,0,0.043628,0,0,9.89425,0,0,0,0,20,0,0,0.287869,0,0,9,0,1,1,0,0,28,0,0,0.020344,0,4,0,0,0,0,0,0,0,0,4,0.114415,0,clean
0,0.027813,0.029312,0.003057,0,17.1031,0,0,39,0,17,0,0,0.452716,14.29,0,4,0,2,81,0.012492,0,91,0,0.00145,0.012252,0,1,0,1,0,2.03,0,0,0,7,12,0.063274,0.00476,clean
4,0,0.025854,0.002103,0.00325,4.41258,0,1.04,0,0,17,0.00236,2.02,0.138856,0,0.007109,8,2,3,1,0,1.01,36,1.01,0.003092,0.009173,2.12,2,0,2,0,1.02,0.000538,2.09,0.00462,54,3,0.046384,0.004809,clean
3,0,0.011191,0,0,3.27147,0,0,0,0,21,0,0,0.103547,0,0,5,0,1,2,0,0,15,0,0,0.004997,0,3,0,3,0,0,0,0,0,6,3,0.038264,0,clean
4,0,0.152424,0.002434,0.002243,16.6538,0,1.02,0,2,93,0.001617,1.02,0.489805,0,0,25,1,3,1,0,0,231,0,0.002124,0.021562,3.08,2,0,2,2,1.01,0,1.02,0.005533,30,2,0.109758,0.004316,buggy
29,0.005207,0.273569,0,0.00547,26.3437,0,7.18,1,0,96,0.006605,5.05,0.662987,0,0.000895,29,1,2,1,0,1.01,528,1.01,0.005409,0.015708,8.22,7,0,6,1,0,0.000297,3.06,0.009134,11,2,0.065338,0.007073,buggy
9,0,0.203347,0.001685,0.003313,7.48098,0,3.09,0,0,32,0.007059,1.01,0.261875,0,0,17,0,3,1,0,0,120,0,0.003308,0.009059,2.04,12,0,12,0,1.02,0,1.02,0.004584,21,5,0.136886,0.007884,clean
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,0,55,1,0,0,clean
0,0.004086,0.016487,0,0,3.8069,0,0,3,0,5,0,0,0.12122,1.01,0,6,0,1,3,0.005184,0,10,0,0,0.002222,1.01,0,0,0,0,0,0,0,0.002203,9,4,0.043368,0,clean
0,0,0.005684,0,0,6.18007,0,0,0,0,3,0,0,0.170538,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1.01,0,11,3,0.037331,0,clean
1,0,0.003086,0,0,4.31202,0,0,0,0,22,0,0,0.121962,0,0,4,2,3,1,0,0,28,0,0,0,1.01,3,0,3,0,0,0,1.02,0.002143,34,7,0.03144,0,clean
0,0,0.087605,0.004887,0,10.4245,0,0,1,0,13,0,0,0.377147,0,0,3,0,2,1,0,0,55,0,0,0.005187,0,4,0,4,0,1.01,0,1.01,0,6,11,0.188775,0.004892,clean
0,0,0.017429,0,0,3.90631,0,0,0,0,4,0,0,0.111273,0,0,3,1,2,1,0,0,6,0,0,0,1.01,1,0,1,0,0,0,1.01,0.001255,14,1,0.03406,0,clean
0,0,0.089516,0.000702,0.001507,13.6235,0,1.05,0,0,3,0.000691,2.05,0.330033,0,0.000816,3,6,3,0,0,1.01,3,1.06,0.002025,0.007744,2.28,0,0,0,0,1.04,0.000222,1.07,0.001417,15,1,0.034493,0.000822,clean
0,0,0.03646,0.000767,0.000866,10.9582,0,0,0,0,35,0,1.03,0.274605,0,0.000982,4,6,3,1,0,0,10,2.04,0.000525,0.001465,1.01,6,0,6,0,1.02,0,3.07,0.000989,32,5,0.032103,0.000812,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,2,0,0,0.052586,0,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0.024708,0,clean
23,0,0.028292,0,0.001431,8.61553,0,0,0,0,118,0,1.02,0.252942,0,0,20,0,1,3,0,0,465,0,0.00139,0.006457,4.04,33,0,14,0,0,0,0,0.007068,6,7,0.061715,0,buggy
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,buggy
0,0,0.005515,0,0.003313,4.25341,0,0,0,0,17,0,1.01,0.141215,0,0,1,0,1,1,0,0,10,0,0.003308,0.004532,0,5,0,5,0,0,0,0,0,0,5,0.061873,0,clean
0,0,0.001902,0,0,3.1764,0,0,0,0,11,0,0,0.104249,0,0,3,0,1,1,0,0,15,0,0,0.002353,0,1,0,1,1,0,0,0,0,0,2,0.043906,0,clean
4,0,0.00438,0,0,4.50833,0,0,0,0,26,0,0,0.126122,0,0,4,0,1,4,0,0,55,0,0,0,0,2,0,1,0,0,0,1.01,0,6,7,0.03137,0,clean
0,0,0.004553,0,0,6.41569,0,0,0,0,16,0,0,0.169334,0,0,4,1,4,4,0,0,45,0,0,0,0,4,0,3,0,0,0,3.05,0,25,10,0.034357,0,clean
2,0,0.063617,0.00074,0.000754,19.0688,0,2.02,0,0,23,0.001356,1.01,0.472586,0,0,8,0,1,1,0,0,15,0,0.000366,0.009907,0,4,0,4,0,1.01,0,1.01,0,6,4,0.050513,0.001505,buggy
0,0,0.01843,0,0,5.8987,0,0,0,0,7,0,0,0.159399,0,0.001175,0,5,2,1,0,0,10,1.01,0,0.006573,0,0,0,0,0,0,0,3.07,0,12,4,0.034442,0.001682,clean
1,0.006823,0.038822,0.00443,0.005994,10.7456,0,1.01,0,0,48,0.005702,1.01,0.308364,0,0,4,0,1,4,0,0,15,0,0.006129,0.012615,1.01,1,0,1,1,1.01,0,1.01,0.006834,6,1,0.092806,0.005735,clean
0,0,0.072783,0.003991,0.0024,19.6349,0,2.04,0,0,17,0.001809,3.06,0.520849,0,0.002339,7,2,4,1,0,0,15,1.01,0.002177,0.015079,5.08,6,0,6,0,3.03,0,4.1,0.005808,47,6,0.061002,0.005981,clean
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,buggy
2,0,0.015081,0,0,5.95836,0,0,0,0,20,0,0,0.179524,0,0,13,13,6,1,0,0,66,0,0,0.004575,0,0,0,0,0,0,0,2.04,0,82,8,0.048075,0,clean
0,0,0.003496,0,0,4.57426,0,0,0,0,7,0,0,0.133715,0,0,1,0,1,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0.03623,0,clean
0,0,0.009802,0,0,4.33338,0,0,0,0,3,0,0,0.13686,0,0,4,2,2,1,0,0,1,0,0,0.004997,0,0,0,0,0,0,0,0,0,4,2,0.047507,0,clean
2,0,0.011072,0,0,2.84822,0,0,0,0,21,0,0,0.093944,0,0,14,13,5,1,0,0,78,0,0,0,0,0,0,0,0,0,0,2.04,0,80,9,0.039721,0,clean
2,0.025022,0.319564,0.008421,0.011164,28.2531,0,2.02,2,0,107,0.001834,4.05,0.799906,1.01,0,14,0,1,35,0.000797,0,1275,0,0.012361,0.037769,7.11,11,3,11,3,7.17,0,1.07,0.009335,7,36,0.193841,0.015693,buggy
7,0.000807,0.027982,0,0.000835,8.67717,0,0,0,0,50,0,1.08,0.231637,0,0.001986,11,0,3,0,0,0,231,1.01,0.000904,0.008038,1.01,5,0,5,0,0,0,3.04,0.001815,21,15,0.042604,0,clean
1,0.010395,0.049699,0.001371,0,19.7652,0,0,11,0,43,0,0,0.500969,6.06,0.001237,8,1,2,14,0.010865,0,153,1.01,0.001096,0.009297,1.01,6,0,3,0,1.03,0,2.02,0.001098,4,14,0.04771,0.000661,clean
0,0,0.005648,0,0.002713,7.6507,0,0,2,0,5,0,1.01,0.206349,0,0,0,0,1,2,0,0,10,0,0.001748,0,0,3,0,3,0,0,0,1.02,0,15,5,0.041955,0,clean
0,0,0.010608,0,0,11.3948,0,0,0,0,25,0,0,0.292328,0,0,12,3,4,1,0,0,21,0,0,0.001423,3.03,2,0,1,0,0,0,9.11,0.00301,51,4,0.043373,0.000779,clean
0,0,0.003337,0,0,2.71813,0,0,0,1,3,0,0,0.097266,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0.058544,0,clean
3,0,0.045548,0.004823,0.002294,11.695,0,1.02,0,0,14,0.000867,2.02,0.329872,0,0,6,0,4,1,0,0,45,0,0.001557,0.015163,5.1,3,0,3,0,3.03,0,6.14,0.006429,32,7,0.054759,0.006046,clean
0,0.004074,0.037624,0.00117,0,11.7134,0,0,0,0,3,0,0,0.332493,0,0,2,0,1,2,0,0,3,0,0,0.010612,0,0,0,0,0,1.01,0,0,0,0,2,0.106803,0.010097,clean
0,0,0.010619,0,0.002713,7.34746,0,0,2,0,43,0,1.01,0.216974,0,0,10,62,4,2,0,0,325,0,0.001748,0.005607,0,8,0,1,0,0,0,1.01,0,68,21,0.052003,0.000986,clean
0,0.000807,0.005347,0,0,8.04434,0,0,1,0,5,0,0,0.205054,1.01,0,4,0,1,0,0.000682,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.03437,0,clean
7,0,0.042705,0.000199,0,12.713,0,0,0,0,35,0,0,0.358507,0,0,11,0,1,1,0,0,105,0,0,0.002661,2.07,5,0,5,0,1.03,0,0,0.002853,0,8,0.073532,0.000312,clean
12,0,0.003335,0,0,6.41569,0,0,0,0,67,0,0,0.169334,0,0,10,0,1,1,0,0,120,0,0,0,1.01,23,0,23,0,0,0,1.01,0.000729,6,4,0.034357,0,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,92,5,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1.03,0,88,3,0,0,clean
1,0,0.089947,0,0,10.3881,0,0,0,0,12,0,0,0.30102,0,0,3,0,1,2,0,0,15,0,0,0.011077,2.02,6,0,6,0,0,0,0,0.006475,6,5,0.071963,0,clean
1,0,0.006177,0,0,7.722,0,0,2,0,44,0,0,0.216467,0,0.00199,10,5,4,2,0,0,45,2.03,0,0.005634,1.02,0,0,0,0,0,0,3.08,0.002006,80,2,0.040462,0,clean
0,0.003099,0.02775,0,0,7.0311,0,0,6,1,5,0,0,0.196161,1.02,0,0,0,1,6,0.000763,0,15,0,0,0.001449,0,0,0,0,1,0,0,0,0,0,5,0.041307,0.001152,clean
0,0,0.027491,0,0,5.42019,0,0,0,0,4,0,0,0.157662,0,0,3,0,1,1,0,0,0,0,0,0.002419,1.01,0,0,0,0,0,0,1.01,0.002417,6,1,0.042273,0,clean
2,0,0.016874,0,0,6.78705,0,0,0,0,9,0,0,0.182017,0,0,0,0,1,0,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0.034961,0,clean
0,0.000807,0.009236,0,0,8.44052,0,0,0,0,24,0,0,0.213136,0,0.000762,5,12,3,1,0,0,45,1.01,0,0.001363,1.01,4,0,4,0,0,0,3.09,0.000989,56,9,0.031406,0,clean
0,0.002157,0.086611,0.000809,0,9.59117,0,0,0,0,37,0,0,0.238698,0,0,4,0,1,9,0,0,15,0,0,0.006595,3.03,1,1,1,2,2.03,0,1.01,0.003568,6,6,0.031369,0.001081,clean
0,0,0.006242,0,0,8.04434,0,0,0,0,11,0,0,0.205054,0,0,0,0,2,1,0,0,55,0,0,0.004997,0,1,0,1,0,0,0,1.01,0,7,11,0.03437,0,clean
1,0,0.035764,0,0,10.1597,0,1.01,0,0,7,0.00068,0,0.296223,0,0,3,0,1,0,0,0,1,0,0,0.011844,4.07,0,0,0,0,1.01,0,0,0.008366,6,1,0.069754,0.003212,clean
0,0,0.03672,0,0,13.2919,0,0,0,0,14,0,0,0.354358,0,0.00239,3,9,4,2,0,0,15,2.02,0,0.003871,5.05,3,0,3,0,0,0,7.12,0.007268,91,5,0.05554,0,clean
1,0,0.007241,0,0,3.06228,0,0,0,0,4,0,0,0.099834,0,0,7,0,1,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,6,1,0.041138,0,clean
0,0,0.013857,0,0,4.33338,0,0,3,0,6,0,0,0.13686,0,0,2,0,1,4,0,0,6,0,0,0.004997,0,2,0,0,0,0,0,0,0,0,3,0.047507,0,clean
0,0,0.002465,0,0,3.18664,0,0,0,0,6,0,0,0.095785,0,0.001175,3,5,3,1,0,0,6,1.01,0,0,0,1,0,1,0,0,0,3.1,0,14,3,0.034176,0,clean
1,0.00933,0.079108,0,0,5.41232,0,0,0,0,16,0,0,0.160138,0,0,0,0,1,95,0,0,66,0,0.003149,0,0,43,0,0,0,0,0,0,0,6,11,0.040957,0,clean
10,0.007424,0.236427,0.008415,0.002688,22.4197,0,3.11,0,3,64,0.005448,2.02,0.644259,0,0.028521,15,86,1,6,0,0,210,30.76,0.003014,0.018954,5.12,2,2,2,5,5.07,0,1.01,0.009825,6,11,0.165723,0.008811,buggy
4,0,0.001958,0,0,4.56477,0,0,0,0,18,0,0,0.139575,0,0,4,0,1,3,0,0,45,0,0,0.004997,0,9,0,9,0,0,0,0,0,0,2,0.042931,0,clean
0,0,0.013825,0,0,7.57392,0,0,0,0,17,0,0,0.262607,0,0.000311,6,7,2,2,0,0,66,1.01,0,0.004532,1.01,2,1,2,0,0,0,1.01,0.001011,24,11,0.121165,0,clean
0,0.002043,0.046765,0.004414,0.004329,16.5679,0,0,0,0,30,0,5.06,0.440819,1.01,0.001237,10,2,2,1,0.000797,0,78,1.02,0.003861,0.011486,4.04,8,0,8,0,5.06,0,3.07,0.004307,11,12,0.067307,0.004872,clean
6,0,0.043615,0,0.001435,17.8255,0,0,0,0,50,0,2.06,0.453107,0,0.001986,24,2,5,1,0,0,136,1.01,0.001616,0.007175,1.02,2,0,2,0,0,0,5.37,0.000701,73,8,0.045431,0,clean
0,0.004547,0.017622,0.002033,0,11.0408,0,0,1,0,12,0,0,0.295952,0,0,3,0,1,3,0,0,15,0,0,0.002677,2.04,2,0,2,0,1.01,0,0,0.002848,0,6,0.044071,0.00211,clean
0,0.002596,0.004598,0,0,3.30831,0,0,0,0,5,0,0,0.096281,0,0,1,4,5,4,0,0,10,0,0,0,0,1,0,1,0,0,0,3.07,0,64,5,0.031038,0,clean
0,0.005719,0.022157,0.003455,0,6.74569,0,0,0,0,35,0,0,0.202465,0,0,4,0,1,15,0,0,66,0,0,0.005126,1.02,8,0,0,0,2.02,0,0,0.002143,6,11,0.050647,0.003569,clean
1,0.001443,0.019335,0.001574,0.002184,18.6113,0,0,0,0,8,0,2.02,0.461356,0,0,6,0,2,2,0,0,10,0,0.002201,0.005414,5.07,4,0,2,1,1.01,0,8.18,0.004854,28,2,0.041463,0.003211,clean
0,0.000921,0.003029,0,0,5.33086,0,0,0,0,4,0,0,0.146586,0,0.001175,2,5,3,0,0,0,6,1.01,0,0,0,1,0,1,0,0,0,3.1,0,14,3,0.034438,0,clean
0,0.003163,0.049558,0.003076,0.003332,22.588,0,2.03,2,1,29,0.00107,2.02,0.581421,0,0.000966,8,2,6,9,0,0,325,1.01,0.002709,0.009135,8.19,5,1,3,1,5.06,0,5.08,0.0111,89,25,0.058638,0.003217,clean
0,0,0.010957,0,0,3.18918,0,0,0,0,9,0,0,0.100676,0,0,3,0,4,1,0,0,10,0,0,0.006546,0,0,0,0,0,0,0,2.03,0,18,5,0.037278,0,clean
0,0.007416,0.050566,0,0,9.96423,0,0,2,0,18,0,0,0.256597,0,0,4,0,3,20,0,0,153,0,0,0,0,7,0,3,0,0,0,3.07,0,37,16,0.032526,0,clean
1,0.034358,0.021854,0,0,6.40904,0,0,1,0,26,0,0,0.197824,0,0,2,0,1,23,0,0,36,0,0,0.003565,1.01,3,0,1,1,0,0,0,0.00184,0,8,0.067457,0,clean
0,0,0.009151,0,0,3.11166,0,0,0,0,8,0,0,0.092868,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034011,0,clean
1,0,0.009435,0,0,11.9805,0,0,0,0,50,0,0,0.296062,0,0,7,0,1,2,0,0,55,0,0,0.004997,1.01,10,0,3,1,0,0,1.01,0.000691,6,2,0.034622,0,clean
