@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0.764406,0.083565,0.030641,119.666667,1,7,143,1,1
0.7576,0.020301,0.014407,381.75,1,37,163,1,1
1,0.024615,0.006154,162.5,1,5,62,0.5,1
0,1.363636,0.030303,99,1,2,143,1,1
0,0,0,19,1,1,0,1,1
0,0.079365,0,126,1,6,389,1,0
0.918296,0.029703,0.029703,50.5,1,2,0,0.5,0
0,0,0,34,1,1,0,1,1
0.16054,0.322323,0.28246,292.666667,1,38,5,0.666667,1
0,0.010989,0,182,1,4,3,1,0
0,0.010638,0.010638,94,1,2,17,1,0
0.805985,0.030841,0.016376,916,1,37,10,0.75,1
0,0,0,44,1,1,0,1,1
0,0.016667,0.033333,120,1,2,69,1,1
0,0.008197,0.008197,122,1,1,0,1,0
0,0,0,122,1,1,0,1,1
1,0.00321,0,311.5,1,20,254,1,1
0,0,0,111,1,1,0,1,1
0.845437,0.060859,0.02506,558.666667,1,36,9,0.333333,1
0,0.004762,0.004762,210,1,1,0,1,0
0,0,0,131,1,1,0,1,1
0.881291,0.013793,0.009195,217.5,1,30,38,1,0
0.69526,0.060816,0.046189,649.5,1,15,6,0.5,1
0,0.004237,0.004237,236,1,5,254,1,0
0,0.031496,0.035433,254,1,4,5,1,0
0,0.049774,0.054299,221,1,4,12,1,1
1,0,0.004403,227.1,1,25,161,0.4,0
0,0,0,120.5,1,1,0,0.25,1
0,0,0,0,1,10,344,1,0
0.441552,0.003201,0.002801,833,1,25,949,0.666667,0
0.893563,0.021429,0.019048,210,1,7,318,0.5,1
1,0,0.009901,101,0,9,602,0.5,0
0,0.000918,0.000918,1089,1,19,18,1,0
0.84386,0.026902,0.007781,689.363636,1,40,80,0.727273,1
0,0.002809,0.0103,1068,1,19,0,1,0
0.557858,0.009583,0.004792,1391.333333,1,21,16,0.666667,1
0,0.003766,0.003766,1062,1,19,6,1,0
0,0.007533,0.00565,1062,1,18,21,1,0
0,0.001887,0.001887,1060,1,18,3,1,0
0,0.053283,0.046622,1051,1,17,1,1,1
0,0.000962,0.000962,1040,1,17,43,1,0
0,0.001918,0.000959,1043,1,16,7,1,0
0,0.005764,0.002882,1041,1,16,2,1,0
0,0.000965,0.000965,1036,1,16,25,1,0
0,0.000965,0.000965,1036,1,16,8,1,0
0,0.004826,0,1036,1,16,0,1,0
0,0.003887,0.002915,1029,1,16,20,1,0
0,0.001942,0.001942,1030,1,16,11,1,0
0,0.002924,0,1026,1,16,2,1,0
0,0.001974,0.000987,1013,1,16,9,1,1
0,0.000992,0.000992,1008,1,16,8,1,0
0,0.006944,0,1008,1,16,9,1,0
0.867573,0.012442,0.007834,723.333333,1,17,12,1,1
0,0.02381,0.006944,1008,1,15,2,1,1
0,0.01003,0.001003,997,1,15,2,1,0
0,0.001008,0.001008,992,1,15,21,1,0
0.985057,0.004382,0.003408,684.666667,1,15,39,1,1
0.874932,0.033708,0.033708,578.5,1,14,22,1,1
0,0.002035,0.002035,983,1,14,2,1,1
0,0.113846,0.092308,975,1,14,6,1,1
0,0.008395,0.004197,953,1,14,0,1,0
0,0.009626,0.009626,935,1,14,0,1,0
0,0.003209,0.02139,935,1,14,0,1,0
0,0.013529,0.009019,887,1,11,18,1,1
0,0.002265,0.002265,883,1,11,0,1,1
0,0.048698,0.055493,883,1,11,93,1,0
0,0.002247,0.002247,890,1,10,1,1,0
0,0.019347,0.003628,827,1,9,6,1,1
0,0.007353,0,816,1,9,2,1,0
0,0.011152,0.001239,807,1,9,4,1,0
0,0.095,0.0125,800,1,9,1,1,1
0,0.021333,0.005333,750,1,9,5,1,1
0,0.038028,0.023944,710,1,8,51,1,1
0,0,0.001435,697,1,8,17,1,0
0,0.038682,0.022923,698,1,8,1,1,0
0,0.027338,0.014388,695,1,8,4,1,0
0,0.001435,0.001435,697,1,8,59,1,1
0,0.001435,0.001435,697,1,8,21,1,0
0,0.005944,0,673,1,8,75,1,0
0,0.008955,0.008955,670,1,8,9,1,0
0,0.009023,0.007519,665,1,7,30,1,1
0,0.001504,0.001504,665,1,6,107,1,0
0,0.031579,0.01203,665,1,6,4,1,1
0,0.045872,0.013761,654,1,6,3,1,0
0,0.001565,0,639,1,6,3,1,0
0,0.004702,0,638,1,6,2,1,0
0,0.006289,0.006289,636,1,6,0,1,1
0,0.00314,0.00314,637,1,6,0,1,0
0,0,0.021978,637,1,5,0,1,0
0,0.006182,0.003091,647,1,5,0,1,0
0,0.001548,0.001548,646,1,5,1,1,0
0,0.00155,0.00155,645,1,5,0,1,1
0,0.00155,0.00155,645,1,5,3,1,1
0,0.031008,0,645,1,5,1,1,1
0,0.110585,0.011058,633,1,4,7,1,1
0,0.001883,0.001883,531,1,3,3,1,0
0,0.007533,0.003766,531,1,3,6,1,1
0,0.003766,0.001883,531,1,3,4,1,1
0,0.003774,0,530,1,3,3,1,0
0,0.001901,0.001901,526,1,3,2,1,0
0.574636,0.015193,0.015193,362,1,21,2,1,0
0,0.001938,0.001938,516,1,2,1,1,0
0,0.001938,0.001938,516,1,2,0,1,0
0.870864,0.021322,0.004264,469,0,21,87,1,0
0,0,0,541,0,3,2,1,0
0,0.020699,0.005175,773,1,11,213,1,0
0,0.015831,0.010554,758,1,11,213,1,0
0,0.002653,0.002653,754,1,10,102,1,0
0.961237,0.002509,0.001568,1594,1,27,163,1,0
0,0.007958,0,754,1,9,51,1,0
0,0.012,0.001333,750,1,9,45,1,0
0,0.006012,0.003006,998,1,16,244,1,0
0,0.001006,0.001006,994,1,16,164,1,0
0,0.001006,0.001006,994,1,16,139,1,0
0.200622,0.017437,0.001162,1720.5,1,32,262,0.5,0
0.442083,0.012759,0.013078,522.5,1,34,1011,1,0
0,0.004024,0.003018,994,1,16,91,1,0
0,0.00201,0.00201,995,1,16,71,1,0
0,0.00201,0.001005,995,1,16,48,1,0
0,0.001006,0.001006,994,1,16,29,1,0
0,0.007042,0,994,1,16,21,1,0
0,0.001934,0.007737,1034,1,19,351,1,0
0,0.003846,0.003846,1040,1,19,271,1,0
0,0.000962,0.000962,1040,1,17,208,1,0
0,0.005769,0.002885,1040,1,16,105,1,0
0,0.062937,0.055944,143,1,6,264,1,0
0.286397,0.020619,0.008837,339.5,1,20,193,1,1
0.916725,0.005435,0.007164,1012,1,26,240,1,1
0,0.269504,0.468085,141,1,2,199,1,0
0.891173,0.040394,0.015267,449.142857,1,38,193,0.857143,0
0,0.006122,0.006122,490,1,19,20,1,0
1,0.004278,0.004278,467.5,1,39,302,1,1
0.642954,0.086154,0.065299,975,1,38,2,0.666667,1
0.981793,0.037302,0.024491,1327,1,38,18,1,1
1,0.002275,0.002275,439.5,1,38,232,1,0
0,0.00237,0.00237,422,1,18,0,1,0
0,0.00237,0.00237,422,1,18,0,1,0
0,0.00237,0.00237,422,1,18,36,1,0
0,0.014218,0,422,1,17,69,1,0
0,0.021583,0.002398,417,1,17,3,1,1
0,0.104575,0.006536,306,1,17,13,1,0
0.977418,0.018397,0.003942,380.5,1,37,120,1,1
0,0.026846,0.02349,298,1,17,2,1,0
0,0.020339,0,295,1,16,22,1,0
0,0.011278,0.011278,266,1,15,0,1,0
0,0.043902,0.019512,205,1,12,3,1,0
0,0.108374,0,203,1,12,17,1,1
0,0.005263,0.005263,190,1,11,116,1,0
0.646525,0.00836,0.001808,885.2,1,31,115,1,0
0,0.035211,0,142,1,8,51,1,1
0,0.007353,0,136,1,8,6,1,0
0.591673,0.001233,0.001644,1216.5,1,24,6,1,0
0.503258,0.003744,0,1202,1,23,36,1,1
0.503258,0,0.015101,298,1,7,48,1,0
0.664357,0.004773,0.004773,1047.666667,1,30,1098,1,0
0,0.037915,0.033175,211,1,17,231,1,0
0,0.028846,0,208,1,16,225,1,0
0.244142,0.121554,0.002506,399,1,22,567,1,0
0,0.003268,0.003268,306,1,18,161,1,0
0,0.003268,0.003268,306,1,18,161,1,0
0,0.009063,0.009063,331,1,14,0,1,0
0,0.546828,0,331,1,14,31,1,1
0,0,0.00463,216,1,14,6,1,0
0,0.005319,0.005319,188,1,13,6,1,0
0.419214,0.005149,0.041863,496.333333,1,39,272,0.888889,0
0,0.006024,0.006024,166,1,12,0,1,0
0.983599,0.10906,0.141779,596,1,15,81,1,1
0,0.506329,0.28481,158,1,11,119,1,1
0,0.084507,0.028169,142,1,9,221,1,1
1,0.112903,0.233871,124,1,4,4,0.5,1
0.997519,0.010833,0.005,400,1,19,5,0.666667,1
0.970836,0.003659,0.003659,351.428571,1,21,241,0.714286,1
1,0.024691,0.024691,81,1,1,2,0.5,0
1,0.012346,0,81,1,1,72,0.5,0
0,0,0.007519,133,0,7,116,1,0
0,0.523179,0.278146,151,1,11,470,1,0
0,0.567568,0,296,1,14,372,1,0
0,0.010309,0,97,1,2,0,1,0
0,0,0,96,1,1,0,1,1
0,0.004946,0.004946,1213,1,17,14,1,0
0.872745,0.019368,0.004587,392.4,1,32,97,1,1
0.417864,0.089976,0.022099,633.5,1,16,15,1,0
0,0.000861,0.000861,1162,1,16,9,1,0
0,0.000861,0,1162,1,16,3,1,0
0.954156,0.061891,0.044347,684,1,29,42,1,0
0,0.00444,0.000888,1126,1,16,6,1,0
0,0.027828,0.008079,1114,1,16,13,1,0
0.721928,0.008508,0.001309,764,1,23,5,1,0
1,0.001325,0.001325,755,1,23,6,1,0
0,0.015441,0.00545,1101,1,16,5,1,1
0.918296,0.008574,0.007794,641.5,1,15,13,1,1
0.756775,0.013095,0.005952,560,1,30,49,1,1
0,0.038314,0.011494,1044,1,14,9,1,0
0,0.000963,0.000963,1038,1,13,18,1,0
0,0.000975,0.000975,1026,1,12,1,1,0
0,0.000975,0.000975,1026,1,12,4,1,0
0,0.000975,0.000975,1026,1,12,1,1,0
0.162326,0.058876,0.09099,560.5,1,12,234,1,0
0,0.000952,0.000952,1050,1,12,14,1,0
0,0.020952,0.026667,1050,1,12,2,1,1
0,0.014191,0.002838,1057,1,12,7,1,0
0.916401,0.037753,0.018427,445,1,27,151,1,1
0,0.010597,0.003854,1038,1,11,14,1,0
0,0.010618,0.001931,1036,1,11,9,1,1
0,0.002119,0.002119,944,1,11,3,1,1
0,0.011653,0.042373,944,1,11,0,1,1
0,0.010515,0.004206,951,1,11,0,1,0
0,0.042328,0.01164,945,1,11,2,1,1
0,0.007551,0,927,1,11,3,1,0
0,0.011892,0,925,1,11,3,1,0
0,0.040948,0,928,1,11,3,1,1
0,0,0.039572,935,1,11,0,1,0
0,0.038662,0,957,1,11,0,1,1
0,0,0.001099,910,1,11,3,1,0
0.92062,0.002798,0.002798,1429.666667,1,31,23,0.666667,1
0.764205,0.041413,0.002436,821,1,19,13,1,1
0,0.009423,0.005889,849,1,11,41,1,1
0,0.002364,0.002364,846,1,11,1,1,0
0,0.010101,0.005051,792,1,9,1,1,1
0,0.007673,0.005115,782,1,9,1,1,1
0,0.004065,0.00271,738,1,9,2,1,0
0,0.001471,0.001471,680,1,8,0,1,0
0,0.001517,0,659,1,7,104,1,0
0,0.004559,0.004559,658,1,6,31,1,0
0.567898,0.042744,0.002639,631.666667,1,20,23,1,1
0,0.001664,0.001664,601,1,5,1,1,0
0,0.001664,0.001664,601,1,5,0,1,1
0.70078,0.030299,0.006535,841.625,1,34,113,0.875,1
0,0.01559,0,449,1,5,2,1,0
0,0.002252,0.002252,444,1,5,173,1,0
0,0.018018,0.006757,444,1,5,68,1,0
0.313667,0.022109,0.018707,392,1,22,0,0.333333,1
0.990225,0.063966,0.027719,234.5,1,2,10,1,1
0,0.030675,0.030675,163,1,2,4,1,0
0,0.006135,0.006135,163,1,2,0,1,0
0,0.036585,0,164,1,2,7,1,1
0,0.014493,0.014493,69,1,1,0,1,0
0,0.006652,0.006652,451,1,6,121,1,0
0,0.001054,0.001054,949,1,12,250,1,0
0,0.001054,0.001054,949,1,12,246,1,0
0,0.005269,0.004215,949,1,12,184,1,0
0,0.001055,0.001055,948,1,12,182,1,0
0,0.023207,0.028481,948,1,12,168,1,0
0,0.01569,0.003138,956,1,12,164,1,0
0,0.011616,0.004224,947,1,11,139,1,0
0,0.01164,0.002116,945,1,11,125,1,0
0,0.002119,0.002119,944,1,11,85,1,0
0,0.010593,0.004237,944,1,11,82,1,0
0,0.007551,0,927,1,11,63,1,0
0.684038,0.004274,0.005128,585,1,23,430,1,0
0.673864,0.035887,0.035197,483,1,14,198,1,0
0,0,0.001099,910,1,11,4,1,0
0,0.000952,0.000952,1050,1,12,82,1,0
0,0.000952,0.000952,1050,1,12,78,1,0
0,0.00956,0,523,1,15,6,1,0
0,0.002273,0.002273,440,1,13,0,1,0
0,0.002273,0.002273,440,1,13,15,1,0
0,0.020455,0.020455,440,1,12,1,1,0
0.706237,0.047393,0.052133,211,1,16,171,0.75,1
0.949452,0.001838,0.033088,272,1,21,25,1,1
0,0.018405,0.018405,326,1,10,2,1,1
0,0.008,0.004,250,1,8,1,1,0
0,0.005208,0.005208,192,1,7,314,1,1
0,0.014388,0.007194,139,1,1,0,1,0
0.985228,0.004451,0.005935,337,0,4,25,1,0
0,0.028986,0.028986,207,1,10,664,1,0
0,0.030769,0.010256,195,1,8,508,1,0
0,0.005208,0.005208,192,1,7,405,1,0
0.471673,0.02178,0.016098,352,1,38,928,1,0
0,0.002375,0.002375,421,1,13,172,1,0
0,0.002375,0.002375,421,1,13,172,1,0
0.967788,1.086957,0.014493,34.5,1,2,80,1,1
0,0,0,151,1,1,0,1,1
0.544534,0.2,0.136364,73.333333,1,5,451,1,0
0,0.011765,0.011765,85,1,2,28,1,0
0,0.025641,0.059829,117,1,4,278,1,0
0,0.055556,0.092593,54,1,4,732,1,0
0,0.847458,0.474576,59,1,3,41,1,0
0,0.026316,0.026316,38,1,2,142,1,0
0,0,0,61.5,1,1,0,0.5,1
0,0.011765,0.011765,85,1,1,80,1,0
0,0.035294,0.035294,85,1,1,14,1,0
0,0.035971,0.021583,139,1,3,56,1,0
0,0.014706,0.014706,136,1,2,59,1,0
0,0.044118,0,136,1,2,15,1,1
0,0.007463,0.007463,134,1,2,4,1,0
0,0,0,102,1,1,0,0.5,1
0,0,0,87,1,1,0,0.5,1
0,0.326087,0,46,1,3,16,1,0
0,0.027027,0.027027,37,1,3,16,1,0
0,0,0,34.666667,1,1,0,0.333333,1
0,0.862069,7.103448,5.8,1,7,1425,1,1
0.876642,0.015691,0.008758,456.75,1,18,370,0.833333,1
0,0.021277,0,47,1,4,55,1,0
0,0,0.195122,41,1,2,8,1,0
0,0,0,8.4,1,4,36,0.4,1
0,0.061224,0.020408,49,1,5,192,1,0
0,0.007813,0.007813,128,1,4,53,1,0
0,0.007813,0,128,1,4,4,1,0
0,0.007874,0.007874,127,1,4,2,1,0
0,0.095238,0.015873,126,1,4,136,1,0
0.485461,0.066066,0.048048,166.5,1,9,159,1,1
0.784723,0.021739,0.006211,161,1,22,601,1,0
0,0,0.016129,124,1,4,34,1,0
0.91261,0.003003,0.004863,699.2,1,37,260,0.5,1
0,0.02439,0.065041,123,1,2,42,1,1
0.812041,0.004108,0.00112,892.666667,1,27,83,1,0
0.684498,0.041401,0.022293,78.5,1,9,27,0.5,1
0,0.007874,0,127,1,4,186,1,0
0,0.095238,0.015873,126,1,4,137,1,0
0,0.064516,0.021505,93,1,3,19,1,0
0,0.011111,0.011111,90,1,3,57,1,0
0.863121,0.006731,0.006731,520,1,12,540,1,0
0,0.064516,0.021505,93,1,3,101,1,0
0.863121,0.006103,0.006103,573.5,1,12,271,1,0
0,0.055556,0.092593,54,1,3,195,1,0
0,0,0,56,1,1,0,1,1
0.921185,0.018293,0.02439,41,1,3,80,0.75,1
0,0.005376,0.005376,62,1,9,181,0.666667,1
0,0.016949,0.067797,59,1,3,163,1,0
0,0.028169,0.394366,71,1,6,7,1,0
0,0.125,0.0625,80,1,5,19,1,0
0.859824,1.137615,2.036697,54.5,1,5,371,1,1
1,0.015873,0.015873,63,1,5,387,1,0
1,0.015873,0.015873,63,1,5,387,1,0
0,0,0,59.5,1,1,0,0.5,1
0,0,1.44,25,1,1,1,1,0
0,0,0,29,1,1,0,1,0
0,0.014925,0.014925,67,1,2,395,1,0
0,0,0,43.357143,1,1,0,0.071429,1
0,0.004808,0.004808,208,1,3,9,1,0
0.701491,0.039463,0.002416,532.142857,1,23,181,0.857143,1
0.439497,0.041353,0,133,1,3,247,1,1
1,0.008264,0,121,1,4,18,1,0
0,0.005435,0.005435,184,1,2,7,1,0
0,0.005747,0.005747,174,1,1,0,1,1
1,0.008811,0.008811,113.5,1,1,0,0.5,0
0.988699,0.070485,0,113.5,1,1,266,1,0
0.970951,0.016736,0.004184,119.5,1,19,0,1,1
0,0.005952,0.005952,168,1,2,250,1,0
0,0.09375,0,64,1,2,32,1,0
1,0.009259,0.009259,108,1,1,133,1,0
0.242555,0.012397,0.10124,242,1,28,31,0.75,0
0,0.148936,0.106383,47,1,3,15,1,1
0,0.027027,0.027027,37,1,3,202,1,1
0.985228,0.115702,0,60.5,1,6,236,1,1
0,0.081081,0.027027,37,1,5,26,1,0
1,0.02356,0.007853,191,1,12,150,1,1
0.927926,0.134021,0.556701,48.5,1,18,69,1,0
0.101067,0.08134,0.039872,313.5,1,18,17,1,1
0.946395,0.006762,0.003381,394.333333,1,31,438,1,0
0,0.03125,0.03125,32,1,2,67,1,0
0,0.014423,0.002404,416,1,9,0,1,0
0,0.004819,0.00241,415,1,9,1,1,0
0,0.01108,0.00554,361,1,9,2,1,0
0,0.008333,0,360,1,9,0,1,0
0,0.033333,0,360,1,9,108,1,1
0.722214,0.019587,0.022307,1225.333333,1,37,40,0.666667,1
0,0.002833,0.002833,353,1,8,1,1,0
0,0.011331,0.011331,353,1,8,11,1,0
0,0.008499,0.03966,353,1,7,10,1,0
0,0.060694,0,346,1,5,3,1,0
0,0,0.003021,331,1,5,0,1,0
0,0.033133,0.003012,332,1,5,0,1,1
0,0.003049,0,328,1,5,35,1,1
0.99357,0.094298,0.02193,228,1,2,34,1,0
0,0.019672,0.006557,305,1,2,14,1,0
0,0.046667,0.003333,300,1,1,5,1,0
0,0.04,0.04,250,1,1,0,1,1
0.998052,0.028571,0.031703,1277.5,1,31,0,0.5,1
0,0.008696,0.008696,345,1,8,346,1,0
0,0.063636,0,330,1,5,171,1,0
0,0,0.003175,315,1,5,164,1,0
0,0.003165,0,316,1,5,164,1,0
0,0.01084,0.00542,369,1,9,326,1,0
0,0.008152,0,368,1,9,324,1,0
0,0.032609,0,368,1,9,324,1,0
0,0.00277,0.00277,361,1,8,176,1,0
0,0.01108,0.01108,361,1,8,175,1,0
0,0.032895,0.006579,152,1,3,19,1,0
0.713591,0.0275,0.0625,533.333333,1,6,216,1,1
0,0.046296,0,108,1,2,4,1,0
0,0.144231,0,104,1,2,6,1,0
0.559824,0.006943,0.001389,900.25,1,32,104,1,1
1,0.002736,0.002736,365.5,1,9,9,1,0
0.849467,0.052693,0.009844,431.75,1,15,11,0.75,1
1,0.009501,0.009501,210.5,1,5,281,1,0
0,0.04717,0,106,1,2,82,1,0
0,0.144231,0,104,1,2,29,1,0
0,0.044643,0.008929,112,1,3,369,1,0
0,0.001306,0.001306,1531,1,10,1,1,0
0,0.032997,0.000673,1485,1,10,0,1,0
0.591673,0.000322,0.001931,1554,1,10,0,1,0
0.799546,0.003959,0.002903,947.25,1,31,81,0.75,0
0.728038,0.028689,0.011296,619.666667,1,36,157,0.777778,1
0.73064,0.032768,0.016671,695.8,1,21,157,0.6,1
0,0.001378,0,1451,1,10,4,1,0
0,0.001404,0.001404,1425,1,8,0,1,0
0,0.000702,0.000702,1425,1,8,40,1,0
0.918296,0.001471,0,2039,1,33,0,0.5,0
0,0.021603,0.010453,1435,1,6,2,1,0
0,0.002811,0.000703,1423,1,6,17,1,0
0,0.043972,0.003546,1410,1,5,6,1,1
0.591673,0.001902,0,1840,1,31,6,1,1
0.959612,0.15068,0.003308,680.25,1,11,10,0.5,1
0.619382,0.003299,0.000275,1818.5,1,31,11,1,0
0.932112,0.001133,0.005382,1765,1,31,0,0.5,0
0.918296,0.002322,0.001161,861.5,1,9,0,0.5,0
0.970951,0.003686,0.000921,1628,1,30,2,1,0
0,0.002141,0.002141,934,1,1,0,1,0
0,0.006424,0.006424,934,1,1,1,1,0
0,0.001071,0.001071,934,1,1,0,1,0
0,0,0,485.5,1,1,0,0.5,1
0,0.021678,0.01049,1430,1,6,97,1,0
0.918296,0.002091,0.000261,1913,1,31,99,1,0
0.910007,0.016726,0.007603,657.666667,1,7,142,1,0
0,0.00139,0.00139,1439,1,10,317,1,0
0,0.00139,0.00139,1439,1,8,164,1,0
1,0.001257,0.001257,795.5,1,8,486,1,0
0,0.006579,0.006579,152,1,2,183,1,0
0,0.092105,0.006579,152,1,1,139,1,0
0,0.020548,0,146,1,1,48,1,0
0.985228,0.013423,0.010067,149,1,1,10,1,0
0,0.020548,0,146,1,1,77,1,0
0.9629,0.131222,0.00905,110.5,1,3,125,1,0
0,0.031746,0.015873,63,1,2,157,1,0
0,0.333333,0.101449,69,1,1,253,1,1
0.952257,0.015901,0.006625,754.666667,1,11,10,1,1
0,0.484848,0,33,1,1,0,1,1
0,0.04,0.04,25,1,1,2,1,0
0,0,0,25,1,1,0,1,1
1,0.004585,0.001834,2181,1,37,346,1,0
0.426229,0.00511,0.002236,1565.5,1,10,11,1,0
0,0.016148,0.001196,1672,1,2,9,1,0
0,0.003016,0.001206,1658,1,2,0,1,0
0,0.000603,0.000603,1657,1,2,0,1,1
0,0,0,1319,1,1,0,1,1
0,0.005249,0.002625,381,1,3,53,1,0
0.162326,0.015171,0.037927,395.5,1,20,8,1,0
0,0,0.00565,354,1,2,2,1,0
0.477071,0.139485,0.027897,233,1,8,39,1,1
0,0.002833,0.002833,353,1,1,8,1,0
0,0.014164,0.005666,353,1,1,4,1,0
0,0.005747,0.005747,348,1,1,1,1,0
0.811278,0.00159,0.004769,314.5,1,1,2,1,1
0,0,0,217,1,1,0,1,1
0,0.012448,0,241,1,2,27,1,0
0,0.007092,0.003546,282,1,1,0,1,1
0,0,0,281,1,1,0,1,1
0,0.017582,0.008791,455,1,4,41,1,0
0,0,0.017699,452,1,4,4,1,0
0.904381,0.132216,0.007449,268.5,1,5,40,1,0
0,0.005141,0.002571,389,1,4,2,1,0
0,0.002577,0.002577,388,1,4,8,1,0
1,0.000662,0.000662,1511,1,37,261,1,1
0,0,0.011268,355,1,2,2,1,0
0,0.002793,0.002793,358,1,2,0,1,0
0.391885,0.01044,0.0174,1053.666667,1,36,0,0.666667,1
0,0.004975,0.004975,201,1,2,3,1,0
0,0.012579,0.012579,159,1,2,2,1,0
0,0.050314,0.012579,159,1,2,3,1,1
0,0,0,156,1,1,0,1,1
0.918296,0.035616,0.009589,365,1,14,220,1,0
0,0.00678,0.00678,295,1,4,5,1,0
0,0,0.003401,294,1,4,14,1,0
0.135343,0.028871,0.341207,127,1,9,176,1,0
0,0.017241,0.02069,290,1,4,338,1,0
0,0,0.003436,291,1,4,297,1,0
0,0.006803,0,147,1,1,0,1,0
0.798762,0.1121,0.043594,281,1,37,62,1,0
0,0,0,101,1,1,0,1,0
0,0,0,16,1,1,0,1,1
0,0.893939,0.015152,66,1,2,779,1,1
0.544568,0.002908,0,802.333333,1,25,360,1,1
0,0,0,22,1,1,0,1,0
0,0.098655,0.035874,223,1,3,6,1,1
0,0.096234,0,239,1,3,77,1,0
0,0,0,33,1,1,0,1,0
0.343066,0.262136,0.015534,171.666667,1,2,55,1,0
0.130163,0.460581,0,120.5,1,2,20,0.5,0
0.728134,0.255102,0.071429,98,1,2,59,1,0
0,0.125,0.125,32,1,2,1,1,1
0.251199,1.067164,0,67,1,2,50,1,1
0,0,0,35.333333,1,1,0,0.166667,1
0,1.44,0,50,1,2,73,1,1
0.181554,0.462025,0.113924,158,1,2,29,1,0
0.78969,0.103896,0.051948,25.666667,0,2,0,0.333333,0
1,0.040541,0,24.666667,0,2,0,0.333333,0
0,0,0,0,1,1,0,1,0
0,0.038462,0.038462,26,0,1,0,1,0
0.863121,0.065574,0.04918,30.5,1,2,0,0.5,0
0,0.038462,0.115385,26,1,1,0,1,0
0,3.185185,0,27,1,1,0,1,0
0,0.740741,0.481481,27,0,2,0,1,0
0.650022,0.135135,0.027027,37,0,2,0,0.5,0
0.987138,0.166667,0.217949,39,0,2,0,0.5,0
0,0.028571,0.028571,35,1,2,0,1,0
0,0.47619,0,21,0,2,0,1,0
0,0.005806,0.072569,229.666667,1,1,8,0.666667,1
0,0,0.030303,33,0,3,0,1,0
0,0,0,37,1,1,0,1,1
0,0.003497,0.003497,572,1,18,0,1,0
0,0.003497,0.003497,572,1,18,0,1,0
0,0.003497,0.003497,572,1,18,0,1,0
0,0.003497,0.003497,572,1,18,0,1,0
0,0.003497,0.003497,572,1,18,21,1,0
0,0.03442,0.043478,552,1,17,88,1,0
0,0.018149,0.009074,551,1,16,0,1,0
0,0.39781,0.39781,548,1,16,77,1,1
0,0.00365,0.00365,548,1,12,13,1,1
0,0.054645,0.003643,549,1,10,60,1,0
0,0.072626,0.266294,537,1,9,210,1,1
0,0.005119,0.003413,586,1,8,124,1,0
0,0.001706,0.011945,586,1,7,5,1,0
0.918296,0.032984,0.016492,333.5,1,5,1286,1,1
0,0.020761,0.039792,578,1,4,261,1,1
0,0.003431,0.003431,583,1,3,7,1,0
0,0.005146,0.005146,583,1,2,165,1,0
0,0.024014,0.005146,583,1,1,3,1,1
0,0.033113,0.008278,604,1,1,23,1,1
0,0.055,0.015,600,1,1,1,1,1
0,0.070205,0.015411,584,0,1,0,1,0
0,0,0,573,1,1,0,1,1
0,0.001709,0.003419,585,0,7,720,1,0
0,0.003448,0.003448,580,1,12,1310,1,0
0,0.001724,0.012069,580,1,7,710,1,0
0.918296,0.032984,0.016492,333.5,1,5,1547,1,0
0,0.001724,0.012069,580,1,7,710,1,0
0.877962,0.035982,0.01949,333.5,1,5,1547,1,0
0.650022,0.013958,0.015952,501.5,0,26,207,1,0
0,0.018149,0.009074,551,1,16,412,1,0
0,0.399635,0.399635,548,1,16,412,1,0
0,0.034545,0.043636,550,1,17,285,1,0
0,0.003623,0.003623,552,1,18,206,1,0
0,0.003623,0.003623,552,1,18,206,1,0
0,0.003623,0.003623,552,1,18,206,1,0
0,0.003623,0.003623,552,1,18,206,1,0
0,0.003623,0.003623,552,1,18,206,1,0
0,0.03442,0.043478,552,1,17,88,1,0
0,1,1,0,1,19,250,1,0
0.540342,0.28125,0.291193,234.666667,1,17,507,1,1
0,0.02381,0.011905,84,1,6,20,1,0
0,0.012195,0.012195,82,1,4,8,1,1
0,0.0375,0.0125,80,1,1,0,1,1
0,0,0.012195,82,0,4,895,1,0
0,0.012048,0.012048,83,1,4,902,1,0
0,0.012048,0.012048,83,1,4,902,1,0
0,0.084337,0.048193,83,0,3,876,1,0
0,0.271739,0,184,1,2,0,1,0
0,0.013793,0.013793,145,1,1,46,1,0
0,0,0.075269,93,1,2,292,1,0
0,0,0,97,1,1,0,1,1
0,0,0.075269,93,1,2,0,1,0
0,1.938144,0,97,1,1,0,1,0
0,0,188,0,1,1,0,1,0
0,0,0,8,0,1,0,1,0
0,0,0.025641,39,0,4,452,1,0
0.918296,0.001793,0.001793,836.5,1,20,79,1,0
0,0.155797,0.072464,552,1,3,805,1,0
0,0.009434,0.003774,530,1,2,17,1,0
0,0.022642,0.016981,530,1,1,1,1,1
0,0.003781,0.003781,529,1,1,1,1,1
0,0,0,529,1,1,0,1,1
0,0.155797,0.072464,552,0,5,830,1,0
