@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,4.28,0,0,0,0,0.066011,0,115,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,buggy
0,0.001872,0,0.024252,0,0,12.8912,0,0,0,0,0,0,0,9.46898,0,0,7,100,0,1,15,0,0,45,0,0.003043,3,0,0,0,2.02,0.007313,0.009791,9,10,clean
0,0.003485,0,0.001266,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,0,12,0,1,6,0,0,10,0,0,2,0,0,0,2.02,0,0.009791,9,5,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,85,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0.000273,0,0,0.903836,0,0,0,0,0,0,0,0.026954,0,0,3,53,0,1,0,0,0,1,0,0,0,0,0,0,2.02,0,0.009791,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,2,0,0,6,0,0,1,0,0,0,0,0,0,14,2,buggy
3,0.005068,0,0.106289,0.002107,0,15.0832,0,1.01,2,0,0,0.000269,0,9.58115,0,0,21,385,0,1,24,0,0,703,0,0.019512,25,1,1.01,0,0,0.036982,0,0,34,buggy
0,0,0,0.02233,0,0,18.2964,0,0,0,0,0,0,0,9.62294,0,0,9,55,0,1,0,0,0,15,0,0.005695,0,0,0,0,2.02,0.003794,0.009791,9,6,clean
0,0.009493,0,0.006982,0,0,5.59876,0,0,0,1,0,0,0,9.2653,3.06,0,0,15,0,1,0,0.012246,0,21,0,0,0,0,0,0,1.01,0,0.005924,9,7,clean
0,0,0,0.002168,0,0,7.353,0,0,0,0,0,0,0,9.27888,0,0,0,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,clean
1,0,0,0.031583,0,0,11.1484,0,0,0,0,0,0,0,9.42661,0,0,9,188,0,2,0,0,0,45,0,0.009224,1,0,0,0,2.02,0.019181,0.009791,16,9,clean
1,0.007608,0,0.008524,0.006611,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0.005646,7,77,9,3,1,0,0,21,2.02,0.018889,2,0,1.01,0,5.16,0.017667,0.022121,42,5,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,11,48,3,2,0,0,0,10,0,0,6,0,0,0,1.01,0,0.005924,14,5,clean
0,0,0,0.001875,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,18,0,2,3,0,0,21,0,0,3,0,0,0,0,0,0,20,7,clean
0,0.003142,0,0.001554,0,0,4.85769,0,0,0,7,0,0,0,9.2255,4.05,0,0,12,0,1,2,0.012406,0,28,0,0,1,0,0,0,2.02,0,0.009791,9,8,clean
4,0.006874,0,0.006137,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,10,199,4,3,1,0,0,28,0,0,10,0,0,0,1.1,0,0.027723,43,4,buggy
0,0,0,0.031978,0.020419,0.002482,7.39043,0,0,0,0,0,0,1.01,9.35739,0,0,18,110,0,2,1,0,0,28,0,0.03043,1,0,6.1,0,6.21,0.016436,0.020781,42,8,buggy
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,126,0,1,0,0,0,55,0,0.054167,4,1,0,0,0,0.012361,0,9,7,clean
0,0.017931,0,0.002334,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,0,11,0,2,2,0,0,3,0,0,2,0,0,0,2.04,0,0.009791,19,2,clean
2,0,0,0.00273,0,0,6.7028,0,0,0,0,0,0,0,9.24064,0,0,3,37,0,1,0,0,0,6,0,0.003043,2,0,0,0,2.02,0.004111,0.009791,9,2,clean
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,199,0,1,1,0,0,66,0,0.022484,7,0,0,0,0,0,0,0,4,buggy
1,0,0,0.004537,0,0,4.81344,0,0,0,0,0,0,0,9.22957,0,0,4,102,0,1,1,0,0,28,0,0,6,0,0,0,1.01,0.009397,0.005924,9,7,clean
0,0.014027,0,0.002387,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,30,0,2,8,0,0,55,0,0,5,0,0,0,0,0,0,20,11,clean
0,0,0,0.005188,0,0,6.7028,0,0,0,0,0,0,0,9.24064,0,0,9,152,0,1,1,0,0,45,0,0.00586,9,1,0,0,2.02,0.035216,0.009791,14,10,clean
0,0.032793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3,0,0,3,0,0,2,0,0,0,0,0,0,9,2,clean
10,0.009444,0,0.123109,0.000941,0.026556,12.6528,0,4.05,0,0,0,0.008355,9.36,9.53441,0,0,9,575,0,1,5,0,0,153,0,0.026577,16,1,1.01,0,0,0.024636,0,0,7,buggy
0,0,0,0.001518,0,0.012522,1.84703,0,0,0,0,0,0,1.01,9.09329,0,0,2,11,0,1,1,0,0,1,0,0.012547,2,0,0,0,0,0.014181,0,0,2,clean
0,0,0,0,0.046059,0,0,0,0,0,1,0,0,0,0,0,0,3,169,0,1,4,0,0,21,0,0.054167,7,1,1.02,0,0,0.053053,0,0,1,clean
1,0,0,0.062606,0,0,7.46584,0,0,0,0,1,0,0,0.192343,0,0,4,95,0,1,0,0,0,6,0,0,1,2,0,0,2.02,0,0.009791,9,3,clean
1,0,0,0.16453,0,0,17.9092,0,0,0,0,1,0,0,9.65395,0,0,10,95,0,1,0,0,0,3,0,0.01062,3,2,0,0,0,0.034071,0,0,2,clean
0,0,0,0.001364,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,10,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,3,clean
1,0.004308,0,0.023909,0.004849,0,15.4902,0,0,0,0,0,0,0,9.54001,0,0,6,49,0,1,0,0,0,45,0,0.009987,0,0,2.03,0,2.02,0.005762,0.009791,9,9,clean
0,0,0,0.004161,0.018552,0,4.53504,0,0,0,0,0,0,0,9.20046,0,0,3,10,0,1,1,0,0,0,0,0.027693,0,0,1.01,0,2.02,0.025969,0.009791,9,0,clean
0,0.006874,0,0.003239,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,9,0,2,1,0,0,6,0,0,1,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0.000852,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,18,2,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,1,1,0,0,21,0,0,2,0,0,0,0,0,0,9,3,clean
0,0,0,0.001023,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,9,0,2,0,0,0,3,0,0,0,0,0,0,1.1,0,0.027723,22,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,13,1,clean
0,0,0,0.003263,0.002701,0,6.84276,0,0,0,0,0,0,0,9.30574,0,0,6,26,4,2,0,0,0,15,0,0.009215,0,0,1.02,0,2.02,0.00679,0.009791,17,6,clean
2,0,0,0.038513,0.014531,0,9.5246,0,1.01,0,0,0,0.003114,0,9.38645,0,0,17,131,0,2,0,0,0,136,0,0.017489,3,1,4.04,0,8.12,0.097534,0.022649,31,15,clean
0,0,0,0.001081,0,0,3.39209,0,0,0,0,0,0,0,9.15904,0,0,1,21,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,clean
1,0,0,0.00019,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,1,53,1,1,0,0,0,21,0,0,6,0,0,0,1.02,0,0.005924,26,5,clean
0,0,0,0.001227,0.001006,0,2.35602,0,0,4,0,0,0,0,0.06795,0,0,0,15,0,1,1,0,0,3,0,0.001171,0,0,1.01,0,2.02,0,0.009791,9,3,clean
22,0,0,0.001471,0,0,3.30169,0,0,0,0,0,0,0,9.15207,0,0,9,556,0,1,2,0,0,406,0,0,21,0,0,0,1.01,0,0.005924,9,7,clean
4,0.115283,0,0.029467,0.039821,0,8.69116,0,2.04,0,0,0,0.006294,0,9.4652,0,0,12,273,0,1,18,0,0,325,0,0.059505,0,0,7.15,0,2.02,0.041647,0.009791,9,17,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,3,1,0,0,10,0,0,1,0,0,0,0,0,0,24,2,clean
0,0,0,0.028473,0,0,15.6556,0,0,0,0,0,0,0,9.51321,0,0,7,80,0,2,0,0,0,45,0,0.004319,0,0,0,0,2.02,0.003409,0.009791,16,9,clean
9,0.013754,0,0.015684,0,0,1.49003,0,0,0,2,0,0,0,0.121386,1.01,0,16,412,4,3,5,0.004,0,496,0,0.004384,8,0,0,0,0,0.020543,0,36,22,buggy
0,0,0,0.001604,0.022517,0.023801,4.88878,0,0,0,0,0,0,1.02,9.22338,0,0.003609,2,35,0,2,1,0,0,15,1.03,0.030135,2,0,1.01,0,3.04,0,0.034292,32,6,clean
1,0,0,0.006451,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,4,89,0,1,1,0,0,120,0,0.003576,4,0,0,0,1.01,0.005988,0.005924,9,15,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,2,1,0,0,3,0,0,1,0,0,0,1.01,0.006771,0.003931,11,2,clean
0,0,0,0.001763,0,0,4.17741,0,0,0,0,0,0,0,9.19476,0,0,0,13,0,1,2,0,0,1,0,0.003167,1,0,0,0,0,0,0,0,2,clean
0,0,0,0.013645,0,0.010189,11.1126,0,0,0,0,0,0,1.01,9.37746,0,0,0,22,0,1,1,0,0,6,0,0,7,0,0,0,0,0,0,0,4,clean
2,0,0,0.002444,0,0,7.39257,0,0,0,0,0,0,0,9.30507,0,0,1,27,0,1,1,0,0,3,0,0.003043,2,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,2.03,0,0.033647,26,1,clean
0,0,0,0.023022,0,0,8.96649,0,0,0,0,0,0,0,0.238949,0,0,2,20,6,2,0,0,0,6,0,0,1,0,0,0,3.19,0,0.012186,45,3,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,21,0,1,0,0,0,6,0,0,1,0,0,0,1.01,0,0.005924,9,4,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,2,2,0,0,6,0,0,2,0,0,0,0,0,0,10,4,clean
0,0.003142,0,0.053979,0.001503,0.001583,9.68552,0,0,0,0,0,0,1.02,9.38662,0,0,6,80,2,2,2,0,0,45,0,0.009299,4,1,1.02,0,2.02,0.012588,0.009791,14,10,clean
0,0.00485,0,0.001265,0,0,4.10346,0,0,0,0,0,0,0,9.18766,0,0,1,3,0,2,3,0,0,1,0,0,0,0,0,0,2.02,0,0.009791,11,2,clean
0,0.011182,0,0.038678,0.005247,0.013298,13.4176,0,2.02,0,0,0,0.004409,2.02,9.5812,0,0,10,49,0,1,4,0,0,10,0,0.027898,2,0,2.03,0,0,0.035176,0,0,5,clean
0,0,0,0.001308,0,0,3.37801,0,0,0,3,0,0,0,9.16485,1.02,0,0,0,0,1,2,0.003737,0,1,0,0,0,0,0,0,1.01,0,0.005924,9,2,clean
0,0.01261,0,0.014347,0.002936,0.01354,10.053,0,0,0,0,1,0,3.03,9.39003,0,0,0,3,0,2,0,0,0,0,0,0.007878,0,2,2.02,0,0,0.003794,0,5,1,buggy
0,0,0,0.030532,0,0,8.09183,0,0,0,0,0,0,0,9.25697,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2.02,0.014181,0.009791,17,0,clean
0,0.114745,0,0.016543,0.003348,0,4.83045,0,0,0,13,0,0,0,9.23327,7.17,0,0,87,0,1,9,0.035224,0,253,0,0.003498,0,0,1.02,0,2.03,0,0.008591,31,23,clean
1,0.007608,0,0.006989,0,0,1.49003,0,0,0,0,0,0,0,0.121386,1.01,0,4,101,0,2,5,0.00377,0,253,0,0,6,0,0,0,0,0,0,29,21,clean
1,0,0,0.005424,0,0,9.01244,0,0,0,0,0,0,0,9.34723,0,0,3,80,1,2,1,0,0,3,0,0.003043,0,0,0,0,2.02,0.027482,0.009791,17,1,clean
0,0.022606,0,0.043558,0.002329,0.002659,14.7303,0,0,0,0,0,0,2.03,9.55562,0,0,17,86,0,1,2,0,0,10,0,0.02371,0,3,2.05,0,2.02,0.036857,0.009791,9,4,clean
0,0,1.01,0,0,0,0,0.014053,0,24,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1.1,0,0.027723,28,1,clean
0,0,0,0.007672,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,1,38,0,3,0,0,0,15,0,0.01023,3,1,0,0,2.08,0.002623,0.009791,52,6,clean
0,0,0,0.010983,0,0,4.78404,0,0,0,0,0,0,0,9.20375,0,0,4,18,0,1,1,0,0,3,0,0.002022,0,0,0,0,3.11,0,0.012186,18,3,clean
0,0,0,0.013423,0.000846,0,8.3704,0,0,0,0,0,0,0,9.3281,0,0,9,47,0,1,0,0,0,1,0,0.00337,0,0,1.01,0,0,0.005206,0,0,2,clean
9,0.002895,0,0.142129,0.00997,0.005225,14.6318,0,4.05,0,0,1,0.005999,3.03,9.60095,0,0.00453,30,457,0,2,6,0,2.02,435,2.05,0.021522,3,1,4.04,0.003841,10.46,0.05557,0.02471,36,21,clean
3,0,0,0.004475,0,0,3.05536,0,0,0,4,0,0,0,9.13982,0,0,5,91,0,2,1,0,1.01,15,0,0,3,1,0,0.001864,2.06,0.012361,0.009791,14,2,buggy
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,1,0,0,15,0,0,2,0,0,0,0,0,0,9,3,clean
1,0.005217,0,0.016031,0,0.001055,4.01835,0,0,0,0,0,0,1.01,0.113005,0,0,3,87,8,2,2,0,0,36,0,0.000864,2,0,0,0,2.02,0,0.009791,63,2,clean
0,0,0,0.003689,0,0,6.7028,0,0,0,0,0,0,0,9.24064,0,0,3,48,0,1,1,0,0,15,0,0.003043,0,0,0,0,2.02,0,0.009791,14,6,clean
1,0,0,0.005796,0,0.004049,1.49003,0,0,0,0,0,0,1.01,0.121386,0,0,5,46,0,2,2,0,0,36,0,0.009111,3,0,0,0,1.1,0,0.027723,22,1,buggy
0,0,0,0.001072,0,0,3.32672,0,0,0,15,0,0,0,9.15394,0,0,4,73,0,1,16,0,0,105,0,0,4,0,0,0,1.05,0,0.005924,51,8,clean
0,0,0,0.01143,0,0,7.66451,0,0,0,0,0,0,0,9.27709,0,0,2,14,9,2,1,0,0,6,0,0,2,0,0,0,2.04,0,0.009791,30,4,clean
0,0,0,0.008494,0,0,6.79021,0,0,0,0,0,0,0,9.24751,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0.004756,0,0.005663,0,0,8.35812,0,0,0,0,0,0,0,9.31973,1.02,0,2,24,0,1,0,0.002601,0,3,0,0,0,0,0,0,0,0.008309,0,0,1,clean
9,0.026682,0,0.084452,0.008867,0.003264,7.40077,0,2.09,0,3,1,0.006294,1.01,9.41813,3.03,0,10,299,0,1,18,0.024521,0,1378,0,0.009444,2,1,3.13,0,3.1,0.007187,0.011322,31,44,buggy
0,0,0,0.001297,0,0,2.8654,0,0,0,0,0,0,0,0.077595,0,0,1,26,0,2,0,0,0,1,0,0,1,0,0,0,2.02,0,0.009791,11,2,clean
0,0,0,0.007842,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,92,1,2,0,0,0,171,0,0,1,0,0,0,0,0,0,27,19,clean
1,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0.003307,9,180,18,3,1,0,1.01,36,1.02,0,0,0,0,0.00316,1.1,0.005988,0.002905,119,3,clean
0,0.053951,0,0.006769,0,0,7.51529,0,0,0,0,0,0,0,9.27219,0,0,0,17,0,1,12,0,0,15,0,0.00255,3,0,0,0,2.04,0,0.009791,18,6,clean
0,0.013991,0,0.000949,0,0,1.84703,0,0,2,0,0,0,0,9.09329,0,0,0,17,0,1,1,0,0,1,0,0.00586,0,0,0,0,1.01,0,0.005924,9,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,10,3,clean
4,0.009271,0,0.01861,0.002701,0.004791,7.5628,0,1.01,0,0,0,0.002324,1.01,9.35224,0,0,9,209,0,1,24,0,0,325,0,0.008698,10,0,1.02,0,0,0.020267,0,0,22,buggy
0,0.004052,0,0.003353,0,0,6.9025,0,0,0,2,0,0,0,9.27429,0,0,3,21,0,1,0,0,0,1,0,0.001327,0,0,0,0,1.07,0,0.001058,0,1,clean
1,0.056662,0,0,0,0,0,0,0,0,5,0,0,0,0,1.01,0,3,44,0,1,4,0.018545,0,10,0,0.00586,0,1,0,0,0,0.008081,0,0,1,clean
0,0,0,0.0973,0.002319,0,11.0576,0,0,0,0,0,0,0,9.47044,0,0,5,105,1,2,1,0,0,10,0,0.061121,3,0,1.01,0,1.02,0.019136,0.002395,17,3,buggy
10,0,0,0.22492,0,0.017817,20.7736,0,3.07,0,0,0,0.015146,4.05,9.71353,0,0,15,377,0,1,5,0,0,136,0,0.096707,11,2,0,0,0,0.026404,0,0,4,buggy
0,0.013754,0,0.001023,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,10,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.01,0.020279,0.051511,21,1,clean
0,0.038268,0,0.009742,0,0,5.94514,0,0,0,8,1,0,0,9.22122,1.01,0,2,49,0,2,12,0.004498,0,28,0,0.01023,4,1,0,0,2.06,0.002623,0.009791,35,8,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,9,3,clean
0,0,0,0.000136,0,0,1.45219,0,0,0,0,0,0,0,0.040996,0,0,0,9,0,1,0,0,0,3,0,0,3,0,0,0,2.02,0,0.009791,9,3,clean
0,0,0,0,0.012529,0.012522,0,0,0,0,2,0,0,1.01,0,1.02,0,4,67,0,1,0,0.013005,0,6,0,0.012547,2,0,1.01,0,0,0,0,0,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,clean
1,0,0,0.003231,0,0,5.86159,0,0,0,0,0,0,0,9.23351,0,0,3,42,0,1,2,0,0,21,0,0.003043,0,0,0,0,0,0,0,0,6,clean
0,0.01846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,1,5,0,0,28,0,0,5,0,0,0,0,0,0,0,8,clean
0,0,0,0.002927,0,0,5.1944,0,0,0,0,0,0,0,9.20441,0,0,3,23,0,1,1,0,0,15,0,0,0,0,0,0,2.02,0,0.009791,9,5,clean
0,0,0,0.020182,0,0.010189,11.3459,0,0,0,0,0,0,1.01,9.36205,0,0,1,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,clean
0,0,0,0.001023,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
6,0,0,0.107371,0,0,14.581,0,0,0,0,0,0,0,9.51789,0,0,15,189,4,2,0,0,0,36,0,0.004154,6,1,0,0,0,0.045204,0,12,1,clean
1,0.00198,0,0.06828,0.005936,0.00133,17.7124,0,0,0,0,0,0,1.01,9.69434,0,0,4,79,0,2,2,0,0,15,0,0.018628,1,2,3.03,0,4.04,0.0041,0.014111,11,5,clean
0,0.001869,0,0.009165,0,0,9.06586,0,0,0,0,0,0,0,9.35729,1.01,0,0,47,0,1,1,0.000845,0,21,0,0.002506,1,0,0,0,0,0.003409,0,0,7,clean
0,0.006419,0,0.002991,0,0,3.26838,0,0,0,1,0,0,0,9.16383,1.01,0,0,6,0,1,0,0.003737,0,15,0,0,0,0,0,0,1.01,0,0.005924,9,6,clean
2,0,0,0.001475,0,0,2.91138,0,0,0,0,1,0,0,0.191921,0,0,11,154,0,1,1,0,0,171,0,0.003028,3,1,0,0,1.01,0.004111,0.005924,14,17,clean
3,0.042776,0,0.011398,0.031081,0.030396,2.38141,0,1.03,0,0,0,0.019848,2.06,9.07779,0,0,10,141,0,1,7,0,0,136,0,0.032833,9,1,2.08,0,1.09,0.020279,0.027723,18,14,clean
2,0,0,0.008306,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,8,103,0,1,1,0,0,28,0,0.004384,5,1,0,0,0,0.012361,0,0,3,buggy
0,0,0,0.000123,0,0,1.47969,0,0,0,0,0,0,0,0.060647,0,0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,1.02,0,0.005924,18,2,clean
2,0,0,0.167137,0,0,20.7673,0,0,0,0,1,0,0,9.64803,0,0.000755,8,40,3,2,4,0,0,28,1.01,0.006661,2,1,0,0,1.01,0.003794,0.004184,8,6,clean
0,0,0,0.005486,0,0,3.26838,0,0,4,2,0,0,0,9.16383,1.01,0,0,0,0,1,1,0.003536,0,1,0,0,0,0,0,0,1.01,0,0.005924,9,2,clean
3,0,0,0.055892,0.005997,0.002734,8.36649,0,1.03,0,0,0,0.002774,1.02,9.44688,0,0,16,132,0,1,1,0,0,66,0,0.013985,6,0,2.02,0,0,0.003409,0,0,9,buggy
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,5,79,0,1,1,0,0,55,0,0,5,0,0,0,1.01,0.016473,0.005924,9,11,clean
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,241,1,2,4,0,0,91,0,0,8,1,0,0,0,0.053053,0,19,2,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140,0,1,0,0,0,91,0,0,2,0,0,0,2.02,0.018159,0.009791,9,14,clean
1,0,0,0.005324,0,0,5.63443,0,0,0,0,0,0,0,9.25922,0,0,14,50,0,1,2,0,0,6,0,0.003498,1,0,0,0,1.01,0.006802,0.005924,9,3,clean
1,0,0,0.004622,0,0,3.33706,0,0,0,0,0,0,0,9.21468,0,0,12,75,4,3,1,0,0,28,0,0.00796,4,0,0,0,1.1,0.012361,0.027723,43,7,clean
0,0,0,0.000829,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.013071,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,5,65,0,1,0,0,0,45,0,0.01023,5,1,0,0,2.04,0.002623,0.009791,18,10,clean
0,0.010256,0,0.003499,0,0,6.07208,0,0,0,0,0,0,0,9.23201,0,0,2,43,0,2,2,0,0,36,0,0,5,0,0,0,2.04,0.00569,0.009791,19,8,clean
0,0.026718,0,0.036444,0,0.017874,11.6813,0,0,0,4,0,0,1.01,9.42324,1.01,0,5,41,0,1,2,0.000845,0,15,0,0.022204,1,0,0,0,0,0.006073,0,0,1,clean
0,0.00521,0,0.076482,0.001503,0,12.7464,0,2.04,0,0,0,0.003403,0,9.45845,0,0,0,19,0,2,1,0,0,6,0,0.005268,1,0,1.02,0,2.04,0.002663,0.030118,6,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,9,2,clean
2,0.003678,0,0.002207,0,0,3.37801,0,0,0,0,0,0,0,9.16485,0,0,12,76,0,1,8,0,0,45,0,0,3,1,0,0,1.01,0,0.005924,12,8,clean
