@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0.025199,0.018568,754,0,6,0,1,5201.376162,585,0
1,1,0,0.025266,0.00266,752,0,6,1,1,169.5,59,0
1,1,0,0.002692,0.002692,743,1,6,1,1,344.417857,40,0
1,1,0,0.056834,0.017591,739,1,6,227,1,164.5,54,1
3,5,0.948269,0.004075,0.005705,525.857143,1,8,991,0.857143,311.640476,189,0
2,2,0.985228,0.005578,0.005578,627.5,0,5,104,1,294.793051,1230,0
4,4,0.971326,0.00317,0,433.75,1,9,0,0.125,5421.920846,2906,1
1,1,0,0.002933,0.002933,682,1,4,6,1,5287.598691,2350,0
2,2,0.543564,0.023071,0.002387,628.5,0,5,8,1,5293.947097,18077,0
1,1,0,0.00753,0.00753,664,0,4,0,1,5278.216228,2348,0
1,1,0,0.01506,0.01506,664,0,4,1,1,5277.216228,2347,0
1,1,0.881291,0.006452,0.015054,465,0,8,37,1,5275.569031,2346,0
1,1,0,0.001506,0.311747,664,1,4,52,1,5273.569031,2344,0
1,1,0,0.007585,0.001264,791,0,4,5,1,4008.531143,2204,0
1,1,0,0.008895,0.003812,787,0,4,1,1,4103.731671,457,0
2,2,0.991159,0.00243,0.001041,960.333333,0,11,0,0.666667,4114.325996,506,0
1,1,0,0.003759,0.001253,798,1,4,0,1,5218.443561,2111,1
1,1,0,0.001295,0.005181,772,0,4,0,1,4347.745097,435,0
2,2,0.875,0.006148,0.004781,366,1,7,0,0.25,5429.183163,2337,1
2,2,0.880482,0.006148,0.007514,366,0,7,30,0.75,5424.183163,2332,1
2,2,0.998364,0.023312,0.01045,622,0,4,15,1,4375.678788,10147,0
1,1,0,0.005168,0.003876,774,1,4,25,1,5399.973158,2089,0
1,1,1,0.008713,0.00396,1262.5,1,11,0,0.5,4392.642186,2004,0
1,1,0,0.002656,0.002656,753,0,4,27,1,4519.064621,1990,0
1,1,0,0.005312,0.005312,753,1,4,3,1,4033.681133,395,0
1,1,0,0.010386,0.002967,674,0,4,33,1,4470.882653,1970,0
1,1,0,0.008902,0.002967,674,0,4,0,1,5170.89248,1967,0
2,2,0.773965,0.039609,0.002713,460.75,1,11,223,0.625,5169.89248,15131,1
1,1,0,0.006339,0.006339,631,0,4,2,1,654.759524,190,0
1,1,0.99901,0.019247,0.003347,597.5,1,7,2,0.5,4623.651984,340,0
1,1,0,0.003263,0.003263,613,0,4,50,1,4330.683544,1847,0
2,2,0.998846,0.026217,0.004994,400.5,0,4,2,1,4441.272014,1880,0
2,2,0.970951,0.046673,0.02284,503.5,1,4,78,1,4020.915476,7257,1
1,1,0,0.009191,0.001838,544,0,4,26,1,4005.998413,249,0
2,2,0.970951,0.014344,0.006148,488,0,3,70,0.5,5528.972009,13734,1
1,1,0,0.012963,0.001852,540,0,3,0,1,5546.590321,1734,0
1,1,0,0.005693,0.005693,527,0,3,1,1,553.466667,149,0
1,1,0,0.00189,0.003781,529,0,2,0,1,4979.170815,1659,0
1,1,0,0.001887,0.018868,530,0,2,3,1,4978.170815,1658,0
1,1,0,0.003724,0.003724,537,0,2,2,1,4349.040837,1627,0
2,2,0.891811,0.065641,0.004103,487.5,1,1,0,0.5,4307.7329,12373,1
1,1,0,0.007067,0.001767,566,0,4,330,1,4654.777381,349,0
2,2,1,0.054455,0.028713,505,1,4,414,1,4022.915476,7259,0
2,2,1,0.004115,0.004115,486,1,4,230,1,5164.490387,13768,0
2,2,0.999723,0.04021,0.004371,572,1,6,4532,1,195.666667,297,0
2,2,0.9997,0.032305,0.003671,681,1,6,3136,1,199.666667,301,0
2,2,0.9997,0.034728,0.003946,633.5,1,6,2326,0.5,201.666667,303,0
2,2,0.9997,0.030705,0.003489,716.5,1,6,393,1,205.666667,307,0
1,1,0,0,0,67,0,1,0,0.5,5089.240067,629,0
1,1,0,0.016077,0.009646,311,0,10,7,1,41.546612,11,0
1,1,0.309543,0.049002,0.032668,551,0,11,90,1,5031.816988,651,0
1,1,0.66661,0.095916,0.002849,789.75,0,13,230,1,4996.848458,564,0
1,1,0.672295,0.008762,0.001168,856,0,12,4,0.5,5041.23296,2359,0
1,1,0,0.007326,0.007326,273,0,8,15,1,5686.782922,2343,0
1,1,0.918296,0.009634,0.001927,519,0,8,18,1,5439.452019,2102,1
1,1,0,0.031373,0.047059,255,0,8,7,1,4301.699134,416,0
1,2,0.919432,0.025641,0.009447,247,0,8,43,0.666667,478.980952,179,0
1,1,0.954434,0.005351,0.005351,747.5,1,9,132,0.5,5275.442519,1753,0
1,1,0.831474,0.008737,0.004032,744,1,9,49,1,5320.512662,1599,0
1,1,0.324964,0.058932,0.026243,543,1,9,215,0.75,5233.06075,1566,1
1,1,0.172284,0.775281,0.755618,178,0,7,10,0.5,2864.1,195,1
1,1,0.399938,0.044075,0.001445,692,1,9,4,0.5,4272.829473,1308,1
1,1,0,0.005587,0.011173,179,0,7,15,1,4000.330556,761,0
1,1,0,0.011561,0.011561,173,0,7,1,1,1373.333333,90,0
1,1,0,0.011173,0.01676,179,0,7,6,1,1357.75,85,0
1,1,0,0.01087,0.01087,184,1,7,13,1,4815.302381,541,0
1,1,0.507971,0.023614,0.002892,691.666667,0,8,24,0.666667,67,9,1
1,1,0.849862,0.02089,0.010445,550.5,0,7,69,0.5,40,5,1
1,1,0.979869,0.007013,0.009818,356.5,0,5,7,1,27,10,0
1,1,0,0.00905,0.00905,221,1,4,22,1,3456.75,115,0
1,1,0,0.009852,0.009852,203,1,3,11,1,182,20,0
1,1,0,0.059113,0.029557,203,0,3,16,1,171,17,0
1,1,0,0.01005,0.005025,199,1,3,10,1,75,8,0
1,1,0,0,0,185,0,1,0,0.111111,1182,30,1
1,1,0,0.091429,0.068571,175,0,1,32,1,1653,69,0
1,1,0.895754,0.003469,0.0008,1249.333333,1,16,39,0.333333,378.583333,3,1
1,1,0.569823,0.024338,0.058037,1246.333333,0,15,178,1,4948.749411,681,0
1,1,0.578778,0.043591,0.011547,1154.666667,0,15,105,0.666667,4726.364973,664,0
1,1,0.79627,0.039182,0.006814,587,0,9,24,0.5,215.283333,107,0
1,1,0.363441,0.015683,0.011531,722.666667,0,14,6,0.666667,5089.193254,632,0
1,1,0.636561,0.102362,0.006999,1143,0,16,412,0.75,5089.240067,629,0
1,1,0,0.006079,0.006079,329,0,9,0,1,5115.742121,583,0
1,1,0.351606,0.028716,0.033765,633.8,0,15,398,0.6,127,29,1
3,3,1,0.012523,0.002505,399.25,0,13,5,0.75,106,71,0
1,1,0,0.006873,0.006873,291,1,7,75,1,5622.358819,2387,1
1,1,0.863121,0.007771,0.002428,1029.5,0,11,116,1,4837.489264,511,0
1,1,0,0.007407,0.007407,270,0,6,37,1,5413.77251,2096,1
1,1,0.89032,0.004783,0.004783,836.25,1,11,240,1,4301.579618,415,0
1,1,0,0.007407,0.007407,270,0,6,67,1,4106.821356,406,0
1,1,0,0.014815,0.003704,270,1,6,2,1,4359.044947,1980,0
1,1,0.729914,0.006453,0.00273,805.8,0,11,126,0.8,5453.964816,1931,1
1,1,0.719132,0.009483,0.015086,773.333333,1,9,3,1,5548.171972,1750,1
1,1,0,0.015873,0.010582,189,0,5,0,1,3366.357143,217,1
1,1,0.867759,0.013459,0.0251,687.25,0,9,3,0.75,3237.730952,216,0
2,3,0.679062,0.010286,0.046288,638.857143,1,10,0,0.285714,4297.7329,12365,1
1,1,0.635268,0.248682,0.101933,569,0,7,96,0.5,49,13,1
1,1,0.426069,0.011052,0.011461,814.333333,1,15,4280,1,130,32,0
1,1,0,0.003378,0.006757,296,1,9,339,1,139,41,0
1,1,0.453716,0.005725,0.004294,1048,0,14,379,1,23,2,0
1,1,0.548357,0.075812,0.052347,184.666667,0,6,69,0.666667,2782.504762,202,0
1,1,0,1,1,0,0,3,1692,1,25,4,0
1,1,0,0.004082,0.012245,1715,1,10,20,1,5172.677287,1952,0
1,1,0,0.161765,0.007353,136,1,4,166,1,4017.486003,403,0
1,1,0,0.067669,0.045113,133,1,3,282,1,2554.166667,124,0
1,1,0,0.161765,0.007353,136,1,4,588,1,4018.486003,404,0
1,1,0,0.074074,0.074074,27,0,5,1,1,5057.703633,644,0
1,1,0,0,0,22,1,1,0,1,744,42,1
2,2,1,0.071942,0.014388,69.5,0,8,274,1,4301.646789,9960,0
1,1,0,0.157895,0.210526,19,1,4,137,1,3473.644841,233,0
1,1,0.543564,0.068966,1.034483,14.5,0,5,172,0.5,4878.394203,545,0
1,1,0.543564,0.068966,1.034483,14.5,0,5,1278,1,4880.394203,547,0
1,1,0.543564,0.068966,1.034483,14.5,0,5,1278,1,4882.394203,549,0
2,2,0.787127,0.212766,0.148936,23.5,1,4,10,1,189,88,0
1,1,0.985228,0.0181,0.013575,110.5,0,3,198,1,5617.049238,2385,0
1,1,0,0.083333,0.083333,24,0,2,5,1,4009.531143,2205,0
2,2,0.970951,0.018727,0.018727,133.5,0,3,54,0.5,5399.585842,2153,1
1,1,0,0.083333,0.083333,24,1,2,216,1,4131.2861,2121,0
1,1,0.918296,0.083333,0.083333,18,0,2,5,1,4011.531143,2207,0
1,1,0,0,0,12,0,1,0,1,4254.012277,2203,0
3,4,0.975106,0.007848,0.007848,223,1,7,320,1,5155.617674,19363,0
1,1,0,0.015464,0.010309,194,1,2,6,1,4249.833606,2118,0
1,1,0,0.045455,0,22,0,4,86,1,4185.900533,2005,0
1,1,0,0.076923,0.461538,13,0,4,241,1,2551,129,0
1,1,0,0.111111,0.111111,9,1,1,104,1,4221.15,278,0
1,1,0,0,0.5,10,0,2,228,1,996.095238,392,0
1,1,0,0,0.15,20,0,4,578,1,4996.074409,500,0
1,1,0,0,0,0,0,1,230,1,5151.236468,2369,0
1,1,0.628234,0.008672,0.001577,845.666667,0,11,26,1,4422.614748,1998,1
1,1,0.944407,0.010428,0.002086,411,1,9,588,0.571429,5065.675361,1673,1
1,1,0,0.111111,0.111111,9,1,1,164,1,4222.15,279,0
2,3,0.820753,0.015596,0.011283,602.7,0,11,382,0.7,5563.518099,2135,0
1,1,0,0.005266,0.00383,2089,0,14,153,1,25,4,0
1,1,1,0.121212,0.121212,16.5,0,2,18,0.5,4910.95,379,0
1,1,0,1.673267,0.108911,101,0,2,195,1,5277.085714,482,1
1,1,0,0.076923,0.076923,39,1,3,0,1,4845.696032,1242,0
1,1,0.413817,0.357143,0.5,14,0,2,1656,1,4334.1,343,0
1,1,0,0,0,9,0,1,0,1,2609,110,0
1,1,0,0.058824,0.029412,34,0,2,7,1,5259.395238,426,0
1,1,0.630243,0.447205,1.335404,26.833333,0,3,302,0.5,1365,101,1
1,1,1,0.119205,0.013245,75.5,0,3,28,0.5,1377.333333,92,0
1,1,0.836065,0.125,0.068182,58.666667,0,3,122,0.666667,1355.5,88,1
1,1,0,0.057143,0.009524,105,1,2,2,1,5276.630952,483,0
1,1,0,0.088889,0.022222,45,1,4,48,1,5425.818218,1582,0
1,1,0,0.02381,0.02381,42,0,3,6,1,409.5,29,0
1,1,0.995233,0.094118,0.070588,28.333333,1,4,861,1,4310.156061,1625,1
1,1,0,0.047619,0.02381,42,1,3,96,1,4574.62381,738,0
1,1,1,0.02963,0.014815,67.5,1,2,70,0.5,4844.280952,540,0
1,1,0,0,0,34.666667,0,1,0,0.333333,2612,113,1
1,1,0.970845,1.454545,1.333333,33,1,4,72,0.166667,4970.102489,1665,0
1,1,0.995233,0.026549,0.097345,37.666667,0,4,199,0.666667,2681.135714,188,0
1,1,0,0.060606,0.030303,33,0,2,7,1,5272.895238,425,0
1,1,0,0.09375,0.03125,32,0,2,122,1,5230.007143,419,0
2,2,0.954075,0.043689,0.029126,68.666667,1,7,323,0.5,4733.020635,5438,1
1,1,0.666003,0.55914,0.72043,18.6,0,3,3318,0.6,4339.1,348,1
1,1,0,0.025,0.025,40,0,2,0,1,4510.566667,277,0
1,1,0,0.025,0.025,40,0,2,9,1,4508.566667,276,0
1,1,0,0.028571,0.028571,35,0,2,586,1,4350.833333,270,0
1,1,0,0,0,27.333333,0,1,0,0.333333,2615,116,1
1,1,0,0.074074,0.148148,27,1,2,153,1,5305.947619,457,0
1,1,0,0.190476,0.190476,21,1,3,16,1,4975.770455,1666,0
1,1,0,0,0,5,0,1,0,1,67,67,0
1,1,0,0.041596,0.000849,1178,0,6,6,1,261.133333,224,1
1,1,1,0.003219,0,310.666667,0,6,310,1,481,38,0
1,1,0,0,0,0,0,2,77,1,264.166667,44,0
1,1,0,0,0,1,0,1,0,1,231.166667,11,0
1,1,0.629022,0.078729,0.044121,823.5,0,7,173,0.5,366.35,423,0
1,1,0.628056,0.093056,0.04413,677.55,1,7,1912,0.4,337.233333,341,1
1,1,0.67748,0.087265,0.051089,467.068965,0,8,779,0.275862,178.666667,139,1
1,1,0.472643,0.015127,0.008994,815.333333,0,7,210,0.5,127.583333,72,0
1,1,0.515424,0.078422,0.078656,428.45,0,7,2,0.15,4254.532143,984,1
1,1,0.791791,0.013471,0.033449,519.619048,0,7,0,0.047619,4179.39881,908,1
1,1,0.820447,0.808139,0.676583,316.604651,0,7,9301,0.348837,4158.39881,887,1
1,1,0.762397,0.042677,0.013293,536,0,3,52,0.625,145,178,1
1,1,0.380003,0.07362,0.039877,108.666667,0,4,237,1,234.166667,14,1
1,1,0.444628,0.088765,0.060211,460.285714,0,2,35,0.428571,42,42,0
1,1,0,0,0,203.416667,0,1,0,0.083333,1566.333333,237,1
1,1,0.713515,0.098646,0.02734,706.714286,0,7,1213,0.392857,460.466667,534,1
1,1,0.655981,0.043773,0.012984,598,0,7,71,0.294118,409.1,468,1
1,1,0.714683,0.493092,0.382556,210.545455,0,2,561,0.090909,11,11,1
1,1,0.466384,0.060494,0.015266,637.181818,1,7,77,0.272727,254.633333,217,1
1,1,0.748296,0.012895,0.00522,651.4,0,7,81,0.4,109.333333,44,1
1,1,0.789692,0.031966,0.016084,276.333333,0,4,564,0.333333,117,117,1
1,1,0.614605,0.252602,0.252129,176.166667,1,7,1,0.25,4267.532143,997,1
1,1,1,0.001119,0,893.5,1,8,38,1,457.216667,582,0
1,1,0.946395,0.001265,0.000422,790.666667,1,7,111,1,455.25,580,0
1,1,0.915421,0.007511,0.004828,621.333333,0,7,55,0.666667,449.666667,574,0
1,1,0.5076,0.027946,0.039529,781.578947,0,8,574,0.210526,480.216667,553,1
1,1,0.511717,0.061928,0.014354,609.583333,1,7,347,0.25,425.766667,480,1
1,1,0.735884,0.03169,0.028459,722.277778,1,8,218,0.333333,371.8,417,1
1,1,0.848687,0.007399,0.00331,1141.222222,1,7,27,0.222222,356.883333,399,1
1,1,0.776482,0.151939,0.077158,545.296296,0,8,941,0.407407,346.55,379,1
1,1,0.737882,0.018224,0.00781,864.25,0,7,83,0.875,226,187,1
1,1,0,0.001784,0.003568,1121,0,6,1,1,216.666667,179,0
1,1,0,0.010695,0,1122,1,6,2,1,211.666667,174,0
1,1,0.416573,0.052535,0.015177,999.333333,1,7,29,0.666667,204.166667,163,1
1,1,0,0.004695,0.002817,1065,1,6,4,1,153.333333,110,0
1,1,0.636914,0.105236,0.043423,618.157895,0,7,1254,0.473684,145.333333,99,1
1,1,0.557099,0.025884,0.01344,502.25,0,7,173,0.75,117.583333,62,1
1,1,0.243108,0.065794,0.018085,801.75,0,7,214,0.375,117.75,57,1
1,1,0.953914,0.000408,0.002247,445.090909,0,7,2911,0.5,4108.39881,837,0
1,1,0,0.002169,0.001085,922,1,5,2,1,78.666667,7,0
1,1,0.933336,0.02601,0.004427,602.333333,1,5,456,0.333333,193.490476,62,1
1,1,0,0.002356,0.001178,849,1,4,79,1,4993.62619,536,0
1,1,0.974489,0.015658,0.007117,702.5,1,4,372,1,5267.67381,471,0
1,1,0.71713,0.181882,0.065693,342.2,0,4,1812,0.28,109,142,1
1,1,0.574758,0.181516,0.112384,450.833333,0,4,908,0.416667,246.166667,26,1
1,1,0,0.004695,0,213,0,6,12,1,340.55,347,0
1,1,0.684031,0.008079,0.008677,557,0,4,1475,0.666667,5273.67381,477,0
1,1,0.499731,0.112991,0.081878,366.4,1,4,112,0.6,129,162,1
1,1,0.671985,0.122746,0.059403,347.315789,0,2,202,0.263158,66,66,1
1,1,0,0.005907,0,1693,0,7,34,1,191.890873,64,1
1,1,0,0.01151,0.008125,1477,0,7,6,1,3876.985173,1319,0
1,1,0,0.002708,0.002708,1477,1,7,2,1,2677.135714,185,0
1,1,0.758939,0.017576,0.00666,1351.25,0,7,16,0.5,215.666667,178,0
1,1,0.92528,0.00362,0.000517,1450.25,1,7,6,0.5,206.666667,168,0
1,1,0.837057,0.009246,0.004478,629.272727,0,7,11,0.272727,199.666667,157,0
1,1,0,0.013463,0.001496,1337,0,6,38,1,4322.546825,1262,0
1,1,0,0.017544,0.015256,1311,1,6,23,1,113.583333,58,0
1,1,0,0.001762,0.001762,1135,0,6,0,1,97.75,32,0
1,1,0,0.002643,0.001762,1135,1,6,11,1,96.75,31,0
1,1,0,0.00102,0.00102,980,1,6,0,1,2717.6,157,0
1,1,0,0.027551,0,980,0,6,1,1,80.166667,14,0
1,1,0,0.004206,0.004206,951,0,5,0,1,1358.916667,89,0
1,1,0,0.13775,0.041009,951,0,5,7,1,238.783333,58,0
1,1,0.983013,0.029123,0.009825,1425,0,5,15,1,239.133333,57,0
1,1,0.970951,0.005241,0.005241,477,0,4,135,1,121.5,180,0
1,1,0.889164,0.006156,0.001679,446.75,0,3,116,0.5,264.25,50,0
1,1,0.732193,0.140463,0.012814,405.8,0,3,159,0.6,72,72,1
1,1,0.010932,0.513298,0.417553,1128,1,7,25,1,445.766667,505,0
1,1,0.178503,0.037016,0.032529,594.333333,1,7,32,1,233.616667,195,0
1,1,0.918296,0.002821,0.005642,709,1,7,4,0.5,152.333333,109,0
1,1,0,0,0,67,0,1,0,1,367.35,424,0
1,1,0,0.002475,0.001238,808,1,5,6,1,257.133333,220,0
1,1,0,0.132911,0.134177,790,0,5,0,1,4273.829473,1309,0
1,1,0.941253,0.02307,0.000641,624.2,0,7,113,0.8,95.5,27,1
1,1,0.819941,0.778304,0.897704,289.627907,1,7,130,0.186047,4329.104365,1049,1
1,2,0.478213,0.012221,0.009938,531.857143,0,8,1,0.357143,4198.39881,926,0
1,1,1,0.003058,0.003058,327,1,5,14,0.5,5241.766667,734,0
1,1,0.804929,0.083333,0.034091,414.857143,0,2,265,0.285714,81,81,1
1,1,0,0,0,285,0,1,0,0.5,13,13,0
1,1,0.94566,0.027701,0.033241,180.5,0,6,2,0.5,649.833333,143,0
1,1,0,0,0.009709,103,0,5,6,1,2696.666667,159,0
1,1,0,0,0,353,0,1,0,1,481.216667,554,0
1,1,0.740189,0.014265,0.01379,525.75,0,4,61,0.375,137,170,0
1,1,0.730952,0.009159,0.001357,589.6,1,7,62,0.8,438.233333,494,0
1,1,0,0.004367,0.004367,458,1,7,7,1,428.766667,483,0
1,1,0.924955,0.086449,0.103181,478.125,1,7,773,0.166667,4811.444444,1213,0
1,1,0,0.045161,0.006452,310,0,6,24,1,2705.6,163,0
1,1,0.181421,0.097579,0.132375,440.666667,1,4,10,0.333333,123,156,1
1,1,0.655391,0.15734,0.068405,525.666667,0,8,355,0.208333,391.35,448,1
1,1,0.717291,0.050516,0.013117,511.857143,1,7,178,0.285714,104.333333,39,1
1,1,0.457862,0.077006,0.077872,314.909091,0,7,207,0.090909,4977.184524,1188,1
1,1,0,0.015385,0,455,0,4,28,1,67.083333,195,0
1,1,0.761573,0.070928,0.006158,672.714286,1,4,239,0.428571,66.083333,194,1
1,1,0,0,0.011364,264,1,4,0,1,4812.415476,1249,0
1,1,0,0.086142,0.089888,267,0,4,35,1,4803.415476,1248,1
1,1,0,0.007246,0.01087,276,0,4,24,1,2704.6,162,0
1,1,0,0.003636,0.003636,275,0,4,6,1,5070.577381,723,0
1,1,0,0,0,149.5,0,1,0,0.5,81,81,1
1,1,0.828428,0.065032,0.065522,364.107143,0,5,28,0.035714,5111.910714,653,0
1,1,0,0.000636,0.000636,3146,1,7,0,1,426.766667,481,0
1,1,0,0.00038,0,2630,0,7,5,1,2855.1,193,0
1,1,0,0.019523,0.002603,2305,1,6,2,1,4818.865079,1244,0
3,5,0.764262,0.002569,0.007707,973.166667,0,13,132,0.666667,4818.756746,15063,1
1,1,0.243357,0.023453,0.023858,824.333333,1,6,0,0.666667,4183.39881,912,0
1,1,0,0.005421,0,2029,1,5,0,1,4162.396429,807,0
1,1,0.107616,0.041864,0.038843,772.333333,1,5,875,1,3861.021032,766,0
1,1,0,0.144985,0.087885,2014,1,5,7,1,3886.105952,762,1
1,1,0,0.001044,0.001044,1916,0,5,94,1,2125.416667,103,0
1,1,0,0.000528,0.000528,1893,1,4,51,1,238.233333,55,0
1,1,0.175565,0.05835,0.018109,994,0,4,237,1,79.5,185,1
1,1,0,0.00853,0.011811,1524,0,2,0,1,47,47,0
1,1,0.829601,0.549472,0.45372,254.5625,0,2,816,0.1875,29,29,1
1,1,0,0,0,1376,0,1,0,1,1567.333333,238,0
1,1,0,0.001044,0.001044,1916,1,5,130,1,2122.4,104,0
1,1,0,0,0,295,0,1,0,1,317.233333,321,1
1,1,0.769222,0.070526,0.051719,200.176471,0,4,1439,0.352941,263.166667,43,1
4,11,0.723789,0.148479,0.147262,290,1,12,63,0.352941,5700.40689,17176,1
1,1,0,0.033708,0,178,0,3,3,1,237.8,200,1
1,1,0.918296,0.003378,0.016892,148,0,4,0,0.5,3863.021032,768,0
1,1,0.921463,0.009194,0.009194,471.333333,0,5,0,0.333333,4270.532143,1000,1
1,1,0,0.000965,0.000965,1036,1,2,670,1,4955.136905,659,0
1,1,0,0,0,138.2,0,1,0,0.05,1587.333333,258,1
1,1,0.828428,0.065477,0.064987,364.357143,0,5,252,0.035714,4976.77381,688,1
1,1,0.830055,0.143192,0.035211,106.5,0,2,178,0.75,88,88,1
1,1,0,0,0,73.5,0,1,0,0.5,44,44,0
2,2,0.970951,0.004762,0.007143,210,0,3,0,1,5664.342424,12006,0
2,2,1,0.057143,0.014286,210,0,3,4,0.5,5661.342424,12003,0
1,1,0,0,0,210,0,2,0,1,5661.434091,1541,0
1,1,0,0.004762,0.004762,210,0,2,0,1,5660.434091,1540,0
1,1,0,0,0,81.333333,0,1,0,0.333333,261.133333,224,1
1,1,0,0.035714,0.214286,28,0,2,8,1,5627.914646,1551,0
1,1,0,0.0625,0.0625,32,1,2,3,1,261.8,226,0
1,1,0,0.03125,0,32,0,2,0,1,5658.426335,1548,0
1,1,0,0.096774,0.064516,31,0,2,1,1,5657.426335,1547,1
1,1,0,0.068966,0.068966,29,0,2,1,1,5655.30487,1546,0
1,1,0,1.548387,1.548387,31,1,2,3,1,5653.857576,1545,0
1,1,0.721928,0.008357,0.005571,179.5,1,7,159,1,5488.462374,1557,0
1,1,0.258019,0.116883,0.082251,115.5,1,3,44,0.5,261.833333,46,0
1,1,0.970951,0.004587,0.003058,327,1,5,6,0.5,5152.920238,731,1
1,1,0,0.015385,0.015385,65,0,3,0,1,124,157,0
1,1,0,0.022508,0.022508,311,1,4,5,1,427.766667,482,0
1,1,0,0.012821,0.00641,312,1,4,1,1,5328.449423,1595,0
1,1,0.970951,0.004095,0,610.5,0,8,0,0.5,357.55,390,0
1,1,0.918296,0.02459,0.02459,61,0,4,294,1,338.733333,343,1
1,1,0,0.032258,0.010753,93,1,4,0,1,80.05,21,0
1,1,0,0.012195,0.012195,82,1,1,5,1,98,30,0
1,1,0.428027,0.019417,0.000883,377.666667,1,7,139,1,489.683333,566,0
1,1,0,0,0,55,0,1,0,0.5,97.5,29,1
1,1,0,1.083333,1.097222,72,0,4,30,1,451.583333,576,0
1,1,0,0,0.002962,1688,1,7,0,1,192.890873,65,0
1,1,0,0.015837,0,442,0,3,8,1,429.733333,484,0
1,1,0.730747,0.0088,0.0044,1742.333333,0,7,27,0.333333,339.95,346,0
1,1,0.808823,0.00791,0.002307,606.8,1,7,15,0.4,230.666667,192,1
1,1,0,0,0,414.333333,0,1,0,0.333333,131.666667,80,1
1,1,0,0,0,222.8,0,1,0,0.2,345.55,352,0
1,1,0,0,0,420,0,1,0,0.333333,88,88,0
1,1,0.800387,0.014229,0.011582,503.666667,1,7,36,0.166667,243.8,206,1
1,1,0.999249,0.005336,0.027748,468.5,1,6,99,1,3840.04127,770,0
1,1,0.438794,0.012123,0.000495,1347.333333,0,7,106,1,459.566667,585,0
1,1,0,0.001185,0.001185,844,1,6,38,1,452.5,577,0
1,1,0.882819,0.02559,0.020385,501.217391,0,7,16,0.086957,4834.444444,1236,0
1,1,0,0.030369,0.02603,461,1,5,7,1,80,15,0
1,1,0,0,0,449,0,1,0,1,99,99,1
1,1,0,0.000942,0.000942,1062,1,7,28,1,493.666667,571,0
1,1,0.17863,0.02896,0.014617,1563.714286,1,7,103,0.714286,443.766667,503,1
1,1,0.291818,0.020442,0.011447,611.5,1,7,21,1,440.233333,496,0
1,1,0.787127,0.004111,0.003655,1094.5,1,7,30,1,242.016667,197,1
1,1,0,0.002782,0.002782,719,0,7,1,1,4275.733405,1312,0
1,1,0.606204,0.03781,0.033273,826.5,1,7,196,0.375,152.333333,107,0
1,1,1,0.00235,0.000783,1276.5,1,5,285,1,3547.892857,776,0
1,1,0,0.063291,0.037975,79,0,5,8,1,421.5,29,0
1,1,0.887785,0.005074,0.001933,1034.75,0,7,161,1,493.6,570,0
1,1,0.759494,0.003627,0.000725,1102.8,0,7,42,0.6,433.233333,489,0
1,1,0.77935,0.013423,0.001119,447,0,7,0,0.5,256.633333,219,1
1,1,0,0.011696,0.011696,171,0,7,19,1,243.016667,198,1
1,1,0.665544,0.012718,0.000862,927.8,0,7,69,0.8,132.583333,77,0
1,1,0.663197,0.006582,0.005348,1215.5,0,6,16,1,111.416667,49,0
1,1,0.733171,0.008313,0.040732,401,0,7,25,0.5,4114.39881,843,0
1,1,0,0.01626,0.00813,123,0,5,2,1,2582.983333,126,0
1,1,0.818462,0.006496,0.005197,769.666667,1,5,509,1,4165.396429,810,0
1,1,0.922357,0.005917,0.005462,732.333333,1,5,288,1,4161.396429,806,1
1,1,0,0.016393,0.016393,122,1,4,185,1,3887.105952,763,0
1,1,0.844044,0.025478,0.023355,157,0,5,13,1,5073.577381,726,0
1,1,0,0.04918,0.016393,122,0,4,28,1,69.083333,197,1
1,1,0.41353,0.117092,0.061693,453.857143,0,7,453,0.428571,353.55,386,1
1,1,0,0.01358,0.014815,810,0,5,2,1,205.166667,164,0
1,1,0.597095,0.01959,0.005343,374.333333,1,6,78,0.666667,111.416667,47,0
1,1,0.727101,0.031241,0.006635,602.833333,1,7,343,0.5,77.666667,6,1
1,1,0.900552,0.010625,0.001282,1091.8,1,7,17,0.4,210.666667,173,0
1,1,0,0.033272,0.003697,541,1,6,30,1,450.583333,575,0
1,1,0.586087,0.005589,0.004658,966.1,1,8,118,0.4,5339.795851,1592,0
1,1,0.511799,0.039381,0.017503,424.428571,0,7,28,0.285714,185.666667,146,1
1,1,0.589733,0.013962,0.010111,415.4,0,7,5,0.2,79.166667,13,0
1,1,0.888771,0.037961,0.037651,348.864865,0,7,36,0.135135,4234.532143,964,1
1,1,0.469943,0.055805,0.051311,333.75,1,4,8,0.125,117,150,1
1,1,0.649649,0.234511,0.056965,240.5,0,3,385,0.3,99,99,1
1,1,0.775394,0.02554,0.007601,411.125,1,7,55,0.375,490.066667,563,0
1,1,0,1.037736,1.037736,53,0,3,0,1,4282.24881,1006,1
