@relation mydataframe
@attribute v.g. numeric
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Opnd numeric
@attribute total_Opnd numeric
@attribute bug {'1','0'}
@data
1,1,1,0.27,3.75,22.34,314.11,0,1,0,8,10,'0'
1,1,1,0.08,13.24,31.73,5558.82,0,5,0,17,30,'0'
1,1,1,0.09,11.2,26.89,3373.38,0,4,0,15,24,'0'
1,1,1,0.1,9.88,48.87,4770.16,0,5,0,25,38,'0'
4,1,4,0.04,23.38,37.61,20564.75,0,7,0,39,57,'0'
1,1,1,0.1,10,20.39,2039.01,0,6,0,9,18,'0'
7,6,4,0.04,24.55,34.93,21044.74,6,4,0,22,54,'0'
1,1,1,0.07,13.57,16.87,3106.47,0,6,0,7,19,'0'
7,1,7,0.05,18.25,57.84,19263.93,3,2,2,32,73,'0'
1,1,1,0.07,15,23.49,5284.43,0,2,0,11,30,'0'
1,1,1,0.09,10.8,15.16,1768.14,0,7,0,5,12,'0'
2,1,2,0.08,12.28,19.61,2956.6,0,4,0,9,17,'0'
2,1,2,0.12,8.25,18.86,1283.61,0,4,0,8,11,'0'
1,1,1,0.13,7.92,35.49,2224.14,0,4,0,12,19,'0'
1,1,1,0.14,7.22,22.94,1196.5,0,4,0,9,13,'0'
2,1,1,0.08,12.07,34.27,4993.65,0,4,0,14,26,'0'
1,1,1,0.13,7.92,35.49,2224.14,0,4,0,12,19,'0'
3,1,1,0.06,15.5,33.87,8138.08,0,3,0,15,31,'0'
2,1,1,0.08,12.13,37.64,5541.28,0,4,0,15,28,'0'
1,1,1,0.11,8.74,47.88,3653.45,1,5,0,17,27,'0'
2,1,1,0.13,7.41,51.47,2828.52,0,4,0,23,31,'0'
3,1,3,0.06,17.18,21.62,6383.19,0,7,0,11,27,'0'
6,1,3,0.08,13,26.76,4521.86,9,7,0,11,26,'0'
1,1,1,0.19,5.33,60.12,1710.01,0,4,0,21,28,'0'
2,1,1,0.06,17,20.49,5922.62,3,3,0,13,26,'0'
1,1,1,0.2,5.04,64.83,1649.1,0,4,0,23,29,'0'
2,1,2,0.15,6.6,12.12,528,0,3,0,5,6,'0'
1,1,1,0.11,9,14.81,1199.32,0,4,0,5,10,'0'
5,1,2,0.07,15.33,19.75,4643.9,3,5,0,12,23,'0'
2,1,2,0.06,17.37,31.63,9543.01,0,7,0,19,44,'0'
4,1,3,0.05,19.48,33.38,12660.78,0,2,1,20,41,'0'
1,1,1,0.11,9.31,31.53,2731.23,0,5,0,13,22,'0'
1,1,1,0.11,9.31,31.53,2731.23,0,5,0,13,22,'0'
1,1,1,0.13,7.88,33.47,2075.37,0,5,0,12,21,'0'
1,1,1,0.05,20.25,25.17,10322.46,0,5,0,10,45,'0'
1,1,1,0.09,10.64,32.1,3631.6,0,5,0,11,26,'0'
1,1,1,0.42,2.4,38.07,219.3,0,1,0,10,12,'0'
7,3,6,0.06,17.81,41.43,13145.13,0,4,0,24,45,'0'
1,1,1,0.1,9.9,35.61,3490.08,0,5,0,15,27,'0'
1,1,1,0.13,7.65,27.21,1592.34,0,5,0,10,17,'0'
11,6,6,0,0,0,0,0,0,0,0,0,'0'
11,6,6,0.03,30.39,49.93,46125.32,0,4,0,42,111,'0'
2,1,2,0.1,10.5,29.91,3297.43,0,5,0,16,24,'0'
2,1,2,0.1,10,24.97,2497.28,0,3,0,11,20,'0'
3,1,2,0.14,7,14.89,729.74,0,3,0,6,7,'0'
4,1,4,0.06,16.32,45.36,12102.03,0,6,0,18,49,'0'
1,1,1,0.15,6.65,56.37,2494.57,0,6,0,23,34,'0'
8,4,8,0,0,0,0,0,0,0,0,0,'0'
8,8,6,0.02,40.18,16.63,26850.39,0,2,0,11,52,'0'
9,1,9,0.05,19.5,36.24,13780.28,0,9,4,16,52,'0'
5,1,5,0.15,6.75,23.13,1053.69,1,1,0,8,18,'0'
6,6,2,0.06,16.67,24.23,6730.3,2,4,0,12,25,'0'
1,1,1,0.21,4.77,55.71,1267.11,0,3,0,13,31,'0'
6,5,4,0.07,15,20.94,4710.61,0,5,1,12,20,'0'
1,1,1,0.23,4.31,33.65,624.38,0,2,0,13,14,'0'
3,1,2,0.08,12.73,23.72,3841.74,2,4,0,11,20,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.18,5.6,71.16,2231.64,0,2,0,25,35,'0'
2,1,2,0.11,9,36.32,2942.1,0,6,0,16,24,'0'
3,1,3,0.13,7.5,19.02,1069.68,2,4,0,8,10,'0'
1,1,1,0.11,9,18.67,1512,0,4,0,7,14,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.42,2.36,42.98,240.1,0,0,0,11,13,'0'
12,10,6,0.05,20.53,23.42,9875.3,0,3,0,15,44,'0'
17,15,8,0.03,28.88,25.32,21111.28,0,3,0,16,66,'0'
4,1,3,0.09,11.25,27.8,3518.46,1,3,0,18,27,'0'
7,5,4,0.07,14.74,29.1,6318.77,0,2,0,19,40,'0'
1,1,1,0.13,7.88,74.67,4639.32,0,0,0,17,67,'0'
17,15,8,0.04,24.5,32.6,19568.93,0,3,0,20,70,'0'
1,1,1,0.42,2.4,38.07,219.3,0,0,0,10,12,'0'
1,1,1,0.42,2.36,42.98,240.1,0,0,0,11,13,'0'
2,1,2,0.29,3.43,27.24,320.24,2,1,0,7,12,'0'
1,1,1,0.42,2.36,42.98,240.1,0,0,0,11,13,'0'
1,1,1,0.42,2.4,38.07,219.3,0,0,0,10,12,'0'
14,12,7,0.05,20.59,27.19,11525.79,0,3,0,17,50,'0'
1,1,1,0.29,3.39,47.58,547.68,0,1,0,14,19,'0'
6,1,4,0,0,0,0,0,0,0,0,0,'0'
4,1,3,0.09,11.25,27.8,3518.46,1,3,0,18,27,'0'
9,7,5,0.1,9.95,79.6,7878.68,0,5,21,49,75,'0'
1,1,1,0.13,7.42,115.38,6346.51,0,0,0,24,89,'0'
2,1,2,0.33,3,15,135,2,1,0,4,6,'0'
9,7,5,0.07,15,21,4723.94,0,2,0,13,30,'0'
1,1,1,0.29,3.39,47.58,547.68,0,1,0,14,19,'0'
4,1,3,0.08,13.33,32.91,5851.5,0,6,0,18,32,'0'
4,1,3,0.08,13.33,32.91,5851.5,0,5,0,18,32,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.16,6.39,51.87,2121.18,0,5,0,19,27,'0'
1,1,1,0.17,6,28.55,1027.8,0,3,0,12,16,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.14,7.33,21.81,1172.68,0,1,0,9,12,'0'
3,1,3,0.13,7.8,22.87,1391.34,2,4,0,10,13,'0'
1,1,1,0.14,7,53.27,2610.47,0,3,0,20,28,'0'
1,1,1,0.23,4.27,40.29,733.42,0,2,0,15,16,'0'
4,1,4,0.07,14.67,16.77,3607.56,0,1,0,9,22,'0'
3,1,3,0.1,9.75,34.66,3295.25,0,3,0,20,30,'0'
3,1,2,0.13,8,12.51,800.63,0,2,0,6,8,'0'
3,1,2,0.13,8,12.51,800.63,0,2,0,6,8,'0'
4,1,2,0.09,11,16.26,1966.95,0,3,0,8,11,'0'
2,1,2,0.11,8.88,29.93,2362.67,0,5,3,13,21,'0'
2,1,2,0.11,9.5,26.06,2352.09,0,4,0,12,19,'0'
1,1,1,0.09,11.07,37.27,4568.59,0,5,0,14,31,'0'
2,1,2,0.1,9.82,23.96,2309.48,0,5,0,11,18,'0'
1,1,1,0.04,26.25,20.58,14181.33,0,5,0,8,35,'0'
1,1,1,0.12,8.5,25.93,1873.56,0,4,0,10,17,'0'
3,1,2,0.13,7.8,22.3,1356.56,0,3,0,10,13,'0'
1,1,1,0.12,8.65,41.22,3087.3,0,4,0,13,25,'0'
1,1,1,0.17,6,21.58,776.7,0,1,0,7,12,'0'
3,1,2,0.16,6.42,15.29,629.47,0,2,0,6,7,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.11,8.74,47.89,3654.32,0,5,0,17,33,'0'
1,1,1,0.14,7,53.27,2610.47,0,3,0,20,28,'0'
1,1,1,0.08,12.14,19.86,2928.38,0,9,0,7,17,'0'
1,1,1,0.09,11.36,29.38,3793.37,1,4,0,11,25,'0'
7,3,4,0.05,20.17,35.33,14369.55,0,6,0,24,44,'0'
3,1,2,0.04,22.67,22.69,11659.44,0,11,0,12,34,'0'
11,8,6,0.03,29.59,37.45,32796.42,2,9,2,27,94,'0'
1,1,1,0.11,8.74,47.89,3654.32,0,5,0,17,33,'0'
1,1,1,0.14,7,53.27,2610.47,0,3,0,20,28,'0'
9,1,3,0.03,32.47,21.78,22963.1,3,9,0,17,46,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
19,1,17,0.03,33.19,52.8,58164.69,0,3,0,58,110,'0'
2,1,2,0.06,17.55,22.68,6986.19,1,10,0,10,27,'0'
1,1,1,0.15,6.67,22.94,1019.5,0,2,0,9,12,'0'
1,1,1,0.15,6.67,22.94,1019.5,0,2,0,9,12,'0'
2,1,2,0.08,12,18.3,2635.39,1,3,0,9,18,'0'
1,1,1,0.14,6.95,32.94,1593.02,0,3,0,11,17,'0'
1,1,1,0.14,6.95,32.94,1593.02,0,3,0,11,17,'0'
1,1,1,0.09,11.4,22.69,2948.58,0,3,0,10,19,'0'
1,1,1,0.08,12,22.67,3264.3,1,3,0,10,20,'0'
1,1,1,0.12,8.33,31.04,2155.39,0,3,0,12,20,'0'
4,1,3,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.15,6.67,37.6,1671.15,0,5,0,12,20,'0'
4,3,2,0.13,8,13.03,833.99,0,1,0,6,8,'0'
1,1,1,0.17,5.78,27.59,921.04,1,3,0,9,13,'0'
1,1,1,0.09,11.25,27.19,3440.82,0,3,0,10,25,'0'
13,1,3,0.05,18.64,49.52,17204,9,14,0,18,61,'0'
1,1,1,0.12,8.55,26.33,1924.95,0,1,0,10,19,'0'
1,1,1,0.12,8.57,20.03,1471.49,0,4,0,7,12,'0'
1,1,1,0.12,8.44,20.83,1482.98,0,1,0,8,15,'0'
6,1,2,0.11,9.23,30.69,2614.85,0,3,0,13,20,'0'
1,1,1,0.12,8.5,25.93,1873.56,0,4,0,10,17,'0'
3,1,2,0.13,7.8,22.3,1356.56,0,2,0,10,13,'0'
3,1,3,0.04,23,60.46,31985.08,2,8,0,32,92,'0'
1,1,1,0.29,3.5,10.44,127.89,0,1,0,3,3,'0'
3,3,2,0.16,6.42,24.67,1015.92,0,2,0,12,14,'0'
12,1,3,0.06,18.12,46.17,15155.04,9,12,0,17,56,'0'
18,1,12,0.04,28.53,45.38,36943.68,0,1,2,32,83,'0'
2,1,2,0.09,11.76,35.04,4846.9,4,1,0,21,38,'0'
1,1,1,0.14,7.2,13.22,685.32,0,4,0,5,8,'0'
5,1,4,0.05,19.68,25.89,10025.91,0,6,0,14,29,'0'
5,3,2,0.08,12.57,13.31,2104.1,4,3,0,7,11,'0'
2,1,2,0.13,7.56,19.1,1092.25,0,4,0,8,11,'0'
3,3,2,0.07,14.25,30.08,6107.61,0,2,0,22,33,'0'
4,1,4,0.06,17.61,58.62,18184.77,4,7,0,31,78,'0'
4,4,4,0.09,10.78,73.64,8563.83,1,8,1,37,57,'0'
2,1,2,0.14,7.07,18.87,943.59,0,5,0,7,9,'0'
2,1,2,0.14,7.07,18.87,943.59,0,5,0,7,9,'0'
4,4,3,0.02,55.96,18.23,57087.35,4,12,0,12,79,'0'
1,1,1,0.12,8.25,17.52,1192.58,0,1,0,6,11,'0'
14,10,10,0.04,27.29,71.77,53438.87,6,8,11,47,135,'0'
3,1,3,0.06,16.14,18.05,4707.38,0,5,0,10,17,'0'
5,1,3,0.06,15.88,21.96,5539.63,0,4,0,17,30,'0'
3,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.06,15.84,38.21,9589.66,6,8,1,19,43,'0'
4,1,3,0.13,7.5,21.13,1188.43,0,2,0,9,15,'0'
4,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.19,5.14,37.82,1000.35,0,3,0,14,16,'0'
3,1,3,0.13,7.8,23.44,1426.13,0,4,0,10,13,'0'
5,1,4,0.07,14.67,24.26,5217.58,2,4,0,12,22,'0'
4,1,2,0.09,11.72,27.06,3715.65,0,7,0,16,25,'0'
3,1,2,0.14,7,13.7,671.36,0,2,0,6,7,'0'
2,1,2,0.07,15.24,34.47,8000.74,3,6,0,17,37,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0.17,6,26.65,959.47,0,4,0,10,12,'0'
2,1,2,0.11,9.17,45.27,3804.17,0,5,0,21,35,'0'
2,1,2,0.06,16.07,44.16,11416.05,0,6,0,19,47,'0'
1,1,1,0.08,12.38,38.04,5825.33,0,5,0,16,36,'0'
1,1,1,0.1,10.33,39.1,4174.83,0,4,0,15,31,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
1,1,1,0.25,4,18.56,296.92,0,1,0,7,7,'0'
5,5,4,0.07,15.18,23.17,5339.03,4,4,1,14,25,'0'
2,1,2,0.1,9.75,20.88,1984.71,0,4,0,10,15,'0'
1,1,1,0.41,2.44,34.82,208.05,0,0,0,9,11,'0'
1,1,1,0.2,5.07,41.07,1054.29,0,3,0,15,19,'0'
1,1,1,0.17,6,48.34,1740.29,0,5,0,18,24,'0'
1,1,1,0.07,13.75,23.64,4469.18,0,4,0,10,25,'0'
3,1,3,0.12,8.27,27.16,1858.58,0,5,0,11,14,'0'
7,1,4,0.04,22.33,40.82,20360.13,3,10,0,27,67,'0'
5,5,3,0.06,17.7,44.17,13839.54,13,7,0,30,59,'0'
14,5,13,0.04,26,60.57,40946.89,0,13,0,38,104,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.1,9.82,42.49,4095.87,0,5,0,22,36,'0'
1,1,1,0.11,9.17,21.22,1782.8,0,5,0,9,15,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
12,1,8,0.05,20.79,52.36,22637.44,0,12,0,29,67,'0'
3,1,2,0.11,9.45,25.7,2297.48,0,5,0,11,16,'0'
4,1,3,0.09,11.25,27.8,3518.46,1,3,0,18,27,'0'
12,10,6,0.04,22.62,19.97,10215.69,0,3,0,13,42,'0'
1,1,1,0.42,2.4,38.07,219.3,0,0,0,10,12,'0'
2,1,2,0.33,3,15,135,3,1,0,4,6,'0'
16,14,8,0.04,27.5,22.03,16657.48,0,3,0,14,55,'0'
1,1,1,0.29,3.39,47.58,547.68,0,1,0,14,19,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
7,4,2,0,0,0,0,0,0,0,0,0,'0'
7,1,7,0,0,0,0,0,0,0,0,0,'0'
5,1,1,0.11,9.33,46.67,4065.39,4,5,0,24,32,'0'
1,1,1,0.2,5.06,20.19,517.32,0,2,0,8,9,'0'
1,1,1,0.09,10.69,35.89,4104.31,0,4,0,18,35,'0'
1,1,1,0.2,4.89,22.57,539.55,0,2,0,9,11,'0'
1,1,1,0.09,11.22,45.73,5753.72,0,4,0,23,43,'0'
2,1,2,0.12,8.02,56.92,3661.56,0,6,0,24,35,'0'
10,9,2,0.08,12.75,19.67,3197.29,5,1,0,10,17,'0'
11,6,5,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.4,2.5,19.93,124.57,0,3,0,5,5,'0'
3,1,2,0.09,10.96,22.81,2740.19,1,5,0,13,19,'0'
11,7,4,0.02,56.57,12.31,39395.07,0,14,1,7,72,'0'
11,7,4,0.02,55,7.32,22132.54,0,38,1,4,40,'0'
9,3,8,0.02,45.96,35.37,74695.41,0,13,0,23,151,'0'
19,16,6,0.02,52.5,25.79,71083.18,39,40,12,19,105,'0'
3,1,3,0.04,24.73,14.61,8935.73,1,6,0,11,34,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
8,7,4,0.05,22.1,16.78,8197.6,4,4,1,10,34,'0'
8,7,4,0.05,22.1,16.78,8197.6,4,4,1,10,34,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
9,7,1,0.03,36,15.74,20397.92,8,3,4,9,54,'0'
1,1,1,0.22,4.5,52.82,1069.68,6,7,0,15,27,'0'
3,1,2,0.09,11,15.72,1901.65,0,3,0,9,18,'0'
2,1,2,0.4,2.5,10.8,67.5,0,0,0,3,3,'0'
2,1,2,0.1,10,15.43,1542.87,0,1,0,6,10,'0'
2,1,2,0.09,11,16.35,1978.33,0,1,0,6,12,'0'
1,1,1,0.22,4.5,15.23,308.4,0,1,0,5,5,'0'
2,1,1,0.05,18.67,7.83,2728.41,0,0,1,3,16,'0'
1,1,1,0.33,3,9,81,0,0,0,2,2,'0'
1,1,1,0.67,1.5,13.79,31.02,0,1,0,3,3,'0'
6,1,3,0.03,30,13.2,11884.29,0,1,3,6,30,'0'
4,4,1,0.1,9.75,16.23,1543.67,1,1,0,10,15,'0'
28,27,13,0.05,21.62,105.8,49460.57,0,1,0,74,160,'0'
8,1,7,0.05,21.71,53.05,25007.13,13,13,0,38,75,'0'
13,3,12,0,0,0,0,0,0,0,0,0,'0'
14,1,1,0.09,11.61,80.2,10815.53,0,3,0,31,80,'0'
3,1,3,0.17,6.05,21.05,770.63,7,1,0,10,11,'0'
6,5,5,0.09,11.38,21.23,2746.84,12,1,0,12,21,'0'
17,7,9,0.02,42,43.05,75941.82,0,12,0,40,112,'0'
2,1,2,0.4,2.5,16.48,103.02,0,0,0,4,4,'0'
4,1,4,0.07,14.74,29.78,6467.44,1,3,0,19,40,'0'
9,5,4,0,0,0,0,0,0,0,0,0,'0'
14,1,1,0.01,113.59,18.92,244094.1,21,11,0,11,147,'0'
1,1,1,0.35,2.86,25.43,207.57,0,0,0,7,10,'0'
28,26,27,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.33,3,10.57,95.1,0,0,0,3,3,'0'
4,3,2,0.12,8.67,16.47,1236.75,1,2,0,9,12,'0'
6,5,1,0.05,20,15.59,6235.55,6,3,0,9,24,'0'
4,1,2,0.1,10.32,28.52,3039.39,0,4,0,17,27,'0'
1,1,1,0.33,3,11.07,99.66,1,0,0,4,4,'0'
3,1,2,0.16,6.3,10.88,431.75,0,1,0,5,7,'0'
2,1,1,0.4,2.5,16.61,103.78,0,0,0,6,6,'0'
1,1,1,0,0,0,0,3,0,0,0,0,'0'
3,1,3,0.08,12.27,26.16,3937.78,0,4,0,13,29,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
4,1,3,0.17,5.79,15.21,509.14,0,1,0,7,9,'0'
2,1,1,0.19,5.25,9.88,272.43,0,0,0,4,6,'0'
6,6,6,0.03,35.14,20.43,25226.63,0,6,0,18,55,'0'
3,1,3,0.08,12.28,48.11,7252.9,4,2,0,27,51,'0'
6,1,6,0.07,15,26.82,6035.48,1,3,0,15,30,'0'
13,11,6,0.03,30.91,42.08,40204.52,36,16,0,33,85,'0'
4,3,4,0.04,26.67,12.71,9037.78,0,1,0,6,20,'0'
4,3,4,0.04,25.07,21.35,13412,0,2,0,15,47,'0'
6,1,6,0.07,15,26.82,6035.48,1,3,0,15,30,'0'
1,1,1,0.27,3.75,11.52,161.94,0,0,0,4,5,'0'
2,1,2,0.13,8,13.67,875.14,0,1,0,7,14,'0'
3,1,2,0.15,6.68,27.12,1209.56,0,2,0,14,17,'0'
5,5,3,0.06,15.83,14.77,3702.36,0,1,0,9,19,'0'
3,1,3,0.08,12.38,31.08,4759.28,4,5,0,16,33,'0'
2,1,2,0.06,15.89,17.95,4532.26,1,3,1,9,26,'0'
4,1,2,0.05,18.28,25.78,8614.57,0,3,2,16,45,'0'
11,5,1,0,0,0,0,0,0,0,0,0,'0'
2,1,1,0.17,6,8.3,298.97,0,1,0,4,8,'0'
2,1,1,0.21,4.8,10.81,249.08,0,1,0,5,8,'0'
6,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
3,3,1,0.12,8.64,14.47,1081.2,0,5,0,7,11,'0'
5,1,5,0.08,12.47,27.9,4336.31,6,5,0,15,34,'0'
1,1,1,0.31,3.2,39.26,402.06,1,0,0,10,16,'0'
3,1,1,0.08,11.92,10.34,1468.01,1,1,0,6,11,'0'
1,1,1,0.19,5.33,30.77,875.14,0,0,0,9,16,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
35,31,35,0,0,0,0,0,0,0,0,0,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
19,19,19,0,0,0,0,0,0,0,0,0,'0'
7,5,1,0.04,27.13,13.76,10125.36,6,2,0,12,31,'0'
9,7,3,0.04,22.75,18.62,9637.95,0,0,0,8,26,'0'
9,4,7,0.03,30,20.67,18604.46,0,5,0,13,52,'0'
3,3,2,0.09,11.64,24.82,3361.27,4,3,0,11,32,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
5,1,4,0,0,0,0,0,0,0,0,0,'0'
5,1,4,0,0,0,0,0,0,0,0,0,'0'
5,1,4,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0.13,7.67,38.4,2257.17,0,2,0,18,23,'0'
2,1,2,0.1,9.86,26.7,2594.64,3,4,0,14,23,'0'
2,1,2,0.08,13.06,15.61,2663.45,1,3,1,8,19,'0'
1,1,1,0.67,1.5,40.15,90.34,0,0,0,6,6,'0'
4,1,3,0.06,15.58,20.32,4934.45,0,1,0,12,34,'0'
2,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.21,4.67,8.54,186.03,0,0,0,3,4,'0'
5,1,3,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0.1,9.6,26.75,2464.93,0,5,0,15,24,'0'
2,1,2,0.21,4.67,25.95,565.2,3,3,0,9,14,'0'
3,1,3,0.11,9.26,40.08,3440.31,0,1,2,17,35,'0'
4,1,2,0.14,7,24.08,1179.89,0,0,0,10,14,'0'
5,1,2,0.07,13.46,22.02,3988.2,0,0,0,12,19,'0'
2,1,1,0.17,5.83,9.11,310.05,0,0,0,3,5,'0'
1,1,1,0.4,2.5,9.6,60,0,0,0,3,3,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
16,4,3,0.03,39.1,66.66,101926.9,10,23,1,58,189,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
5,1,2,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'0'
1,1,1,0.29,3.5,11.86,145.3,0,0,0,4,4,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
3,1,3,0.09,11.22,50.22,6322.71,0,6,2,25,51,'0'
3,1,3,0,0,0,0,0,0,0,0,0,'0'
3,1,3,0.09,11.41,54.29,7064.1,0,7,2,27,56,'0'
9,1,5,0.02,57.14,24.66,80527.27,0,0,0,14,80,'0'
1,1,1,0.4,2.5,10.8,67.5,0,0,0,3,3,'0'
2,1,2,0.24,4.08,17.22,287.09,1,2,0,6,7,'0'
1,1,1,0.26,3.89,23.66,357.78,0,2,0,9,10,'0'
1,1,1,0.33,3,10.57,95.1,0,0,0,3,3,'0'
18,15,13,0.04,26,43.36,29311.49,6,10,0,33,78,'0'
11,1,11,0.02,42.6,20.6,37391.07,9,3,1,15,71,'0'
1,1,1,0.33,3,10.57,95.1,0,0,0,3,3,'0'
1,1,1,0.33,3,10.57,95.1,0,0,0,3,3,'0'
4,1,2,0.07,14,27.25,5340.62,0,4,0,17,34,'0'
3,3,1,0.08,12.44,15.27,2364.32,0,3,1,9,16,'0'
4,4,3,0.09,11.19,32.31,4048.54,3,3,0,18,31,'0'
2,1,2,0.09,11.38,16.6,2148.39,0,1,0,8,14,'0'
15,11,6,0,0,0,0,0,0,0,0,0,'0'
10,1,8,0.05,20.21,177.03,72337.96,3,8,1,63,283,'0'
1,1,1,0,0,0,0,10,0,0,0,0,'0'
3,1,3,0.09,10.56,18.91,2107.44,5,4,0,9,19,'0'
7,4,6,0.06,17.11,78.59,22995.71,13,10,0,38,100,'0'
17,5,8,0.03,35.63,52.75,66951.32,17,8,0,48,114,'0'
3,1,3,0.18,5.71,17.09,558.13,0,0,0,7,10,'0'
3,3,2,0.17,5.83,13.71,466.67,0,1,0,6,7,'0'
4,4,3,0.11,9,14.15,1146.39,0,2,0,7,9,'0'
4,4,3,0.11,9,14.15,1146.39,0,2,0,7,9,'0'
3,1,3,0.13,7.43,16.3,899.7,3,0,0,7,13,'0'
1,1,1,0.07,15.3,11.45,2679.62,0,1,0,5,17,'0'
1,1,1,0.29,3.5,11.86,145.3,0,0,0,4,4,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.27,3.75,11.83,166.42,0,2,0,4,6,'0'
4,3,3,0.05,21.57,36.76,17097.13,6,8,0,23,62,'0'
1,1,1,0.15,6.5,17.57,742.43,3,2,0,7,13,'0'
9,9,8,0.03,31.5,37.64,37349.28,14,6,0,31,93,'0'
6,1,5,0.06,16.97,27.87,8030.83,0,1,0,19,43,'0'
3,1,3,0.11,9.27,22.93,1971.45,0,6,0,11,17,'0'
7,3,2,0.09,10.62,27.56,3105.67,0,0,0,13,23,'0'
4,4,2,0.04,23.5,24.86,13728.74,0,3,0,18,47,'0'
3,1,1,0.12,8.44,16.47,1172.59,0,1,0,8,15,'0'
3,1,1,0.12,8.44,16.47,1172.59,0,1,0,8,15,'0'
1,1,1,0.4,2.5,20.08,125.47,0,1,0,7,7,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
8,6,4,0,0,0,0,0,0,0,0,0,'0'
12,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.4,2.5,12.68,79.25,0,0,0,4,4,'0'
1,1,1,0.17,5.83,44.34,1508.77,0,1,0,15,25,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.33,3,13.84,124.54,0,0,0,5,5,'0'
1,1,1,0.18,5.5,56.69,1714.78,0,0,0,18,33,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
5,5,4,0.1,10.2,20.55,2137.85,8,2,0,10,17,'0'
5,4,5,0.09,10.83,32.47,3810.6,0,4,0,18,30,'0'
2,1,2,0.21,4.75,36.99,834.54,0,5,0,14,19,'0'
1,1,1,0.33,3,31.26,281.3,0,4,0,10,12,'0'
1,1,1,0.67,1.5,16.84,37.9,0,0,0,4,4,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
1,1,1,0.5,2,7.75,31.02,0,0,0,2,2,'0'
3,1,3,0.13,8,93.32,5972.56,1,9,0,27,72,'0'
2,1,1,0.2,5,7.8,195,0,0,0,3,6,'0'
1,1,1,0.25,4,10.38,166.05,0,0,0,3,3,'0'
1,1,1,0,0,0,0,0,0,0,0,0,'0'
1,1,1,0.67,1.5,7.74,17.41,0,0,0,2,2,'0'
4,1,4,0.12,8.21,28.47,1920.77,0,2,0,14,23,'0'
